,name,industry_label_list,revenue,netIncome,equity,numEmployees,locationCity_list,stockSymbol,tradedAs_list,ceo_name_list,foundingDate,founded_list,revenue_usd
1245,HP Inc.,Computer hardware,63490000000.0,6500000000.0,-1650000000.0,51000,"Palo Alto,Palo Alto (Californië),Palo Alto (Califòrnia),Palo Alto (Kalifornia),Palo Alto, California,Πάλο Άλτο (Καλιφόρνια),Пало-Алто,Пало-Альто,بالو ألتو (كاليفورنيا),パロアルト (カリフォルニア州),帕羅奧圖,팰로앨토",HPQ,",NYSE:HPQ,http://dbpedia.org/resource/S&P_500",Enrique Lores,1939-01-01,"1939-01-01,2015-11-01",63490000000.0
1246,Goodman Group,Commercial property,1510900000.0,,,1000,,,,,,,1510900000.0
1247,Green Dot Corporation,Financial services,1254.0,,,1200,,,,,,,1254.0
1248,HSBC Bank (Brazil),Finance,11400000000.0,,,28000,,,,,,,11400000000.0
1249,Goldcorp,Gold mining,3510.0,,,15800,,,,,,,3510.0
1250,Grupo Aval,Holding company,9200000000.0,,,78697,,,,,,,9200000000.0
1251,Habib's,Restaurant,2600000000.0,,,14000,,,,,,,2600000000.0
1252,Aventics,Mechanical engineering,400000000.0,,,2100,,,,,,,400920000.0
1253,Improbable (company),"Cloud computing,Information technology,Military technology,Video game",11.0,,,1000,,,,,,,12.730852279944113
1254,Inditex,Retail,20400000000.0,,,162450,,,,,,,20446920000.0
1255,Inpex,Petroleum industry,1202.0,,,2146,,,,,,,8.177875373336954
1256,Intact Financial,Insurance,12143.0,,,16000,,,,,,,8970.319059551886
1257,Ishida (company),Machine,1180000000.0,,,3688,,,,,,,1180000000.0
1258,Isle of Capri Casinos,Gambling,1130000000.0,,,7500,,,,,,,1130000000.0
1259,TrønderBilene,Transport,246000000.0,,,324,,,,,,,23843977.25514467
1260,Intelsat,Communications satellite,526100000.0,,,1790,,,,,,,526100000.0
1261,Interactive Brokers,Financial services,2218000000.0,,,2033,,,,,,,2218000000.0
1262,Iran-Venezuela Bi-National Bank,Financial services,623269892975.0,,,79,,,,,,,
1263,Iran-Venezuela Bi-National Bank,Financial services,715955207800.0,,,79,,,,,,,
1264,Impol Seval,Non-ferrous metal,105940000.0,,,534,,,,,,,106183662.0
1265,Information Satellite Systems Reshetnev,Aerospace,625000000.0,,,8500,,,,,,,625000000.0
1266,InnSuites Hospitality,Real estate investment trust,6000000.0,,,120,,,,,,,6000000.0
1267,Institut national de l'audiovisuel,Audiovisual,37.0,,,1221,,,,,,,37.0851
1268,InternetQ,"Mobile entertainment,Mobile marketing",132390000.0,,,150,,,,,,,132694497.0
1269,ImmunoGen,Biopharmaceutical,65200000.0,,,75,,,,,,,65200000.0
1270,Kantar TNS,Marketing,1068.0,,,15270,,,,,,,1236.0500213618466
1271,Keihin Corporation,Automotive industry,351000000000.0,,,22310,,,,,,,2388048465.924518
1272,Keio Corporation,"Public transport,Real estate,Retail",429190000000.0,,,2276,,,,,,,2920018578.6043987
1273,Keumyoung Group,"Entertainment,Karaoke,Music",54000000.0,,,110,,,,,,,54000000.0
1274,Maxima Group,"General line of merchandise,Retail",4228000000.0,,,40000,,,,,,,4237724400.0
1275,McClatchy,Publishing,709000000.0,,,2800,,,,,,,709000000.0
1276,Meiko Maschinenbau,"Electronics,Engineering,Health technology",260000000.0,,,2000,,,,,,,260598000.0
1277,Mentor Graphics,"Electronic design automation,Embedded software",1.28,,,5968,,,,,,,1.28
1278,Key Tronic,Peripheral,434000000.0,,,4067,,,,,,,434000000.0
1279,Maxell,Electronics industry,135100000000.0,,,3966,,,,,,,919160534.8900354
1280,Melco,Computer hardware,134547000000.0,,,50,,,,,,,915398167.9337497
1281,Mengniu Dairy,Dairy,2040000000.0,,,30000,,,,,,,2040000000.0
1282,Kearney (consulting firm),Management consulting,1400000000.0,,,3500,,,,,,,1400000000.0
1283,"Keefe, Bruyette & Woods",Investment banking,425900000.0,,,585,,,,,,,425900000.0
1284,Bionor Pharma,Biotechnology,109499000.0,,,18,,,,,,,10613380.753906853
1285,McKinsey & Company,Management consulting,10500000000.0,,,30000,,,,,,,10500000000.0
1286,Meridian Energy,"Electricity generation,Electricity retailing",2319.0,,,959,,,,,,,2319.0
1287,Mitsuba Corporation,Automotive industry,2640000000.0,,,19555,,,,,,,2640000000.0
1288,Mettler Toledo,Scientific instrument,2819000000.0,,,16500,,,,,,,2819000000.0
1289,Metka,Construction,445090000.0,,,471,,,,,,,446113707.0
1290,Mizuno,Sports equipment,148703000000.0,,,5368,,,,,,,1011709319.1691556
1291,Moelis & Company,Financial services,943200000.0,,,900,,,,,,,943200000.0
1292,Minera IRL,Mining,46600000.0,,,196,,,,,,,46600000.0
1293,Pell Frischmann,Consultant,23700000.0,,,1000,,,,,,,27429199.91224323
1294,Pelni,Maritime transport,4590000000000.0,,,4379,,,,,,,295110483.04378587
1295,Penny (supermarket),Retail,10300000000.0,,,43773,,,,,,,10323690000.0
1296,T4F – Time For Fun,Entertainment,202400000.0,,,1679,,,,,,,202400000.0
1297,TRW Automotive,Automotive industry,16400000000.0,,,66100,,,,,,,16400000000.0
1298,Pemex,Petroleum industry,74394000000.0,,,124818,,,,,,,74394000000.0
1299,TV Azteca,Mass media,3900000000.0,,,6000,,,,,,,3900000000.0
1300,T K Group of Industries,Conglomerate (company),5000000000.0,,,50000,,,,,,,5000000000.0
1301,Perdigão S.A.,Food processing,8400000000.0,,,45000,,,,,,,8400000000.0
1302,TD Securities,Financial services,3460000000.0,,,4000,,,,,,,3460000000.0
1303,Taco John's,Restaurant,106.8,,,8000,,,,,,,106.8
1304,Peloton Interactive,Exercise equipment,1825000000.0,,,71,,,,,,,1825000000.0
1305,TI Fluid Systems,Automotive engineering,2814.0,,,27000,,,,,,,2820.4721999999997
1306,Taj Samudra,Hospitality industry,484000000.0,,,601,,,,,,,
1307,Technip,Engineering,10700000000.0,,,37500,,,,,,,10724610000.0
1308,Rose Acre Farms,Poultry farming,608740000.0,,,2000,,,,,,,608740000.0
1309,Teledyne FLIR,"Arms industry,Imaging,Law enforcement agency,Security,Thermography",1923000000.0,,,4179,,,,,,,1923000000.0
1310,Taylor Morrison,Home construction,6129000000.0,,,2300,,,,,,,6129000000.0
1311,Talanx,Financial services,43600000000.0,,,23324,,,,,,,43700280000.0
1312,Teijin,Chemical industry,7640000000.0,,,15756,,,,,,,7640000000.0
1313,Telephone and Data Systems,Telecommunications,5104000000.0,,,9900,,,,,,,5104000000.0
1314,Telus Corporation,Telecommunications,14370000000.0,,,65600,,,,,,,14370000000.0
1315,X-Fab,Microelectronics,477600000.0,,,3800,,,,,,,477600000.0
1316,AMC Theatres,Entertainment,1242400000.0,,,35754,,,,,,,1242400000.0
1317,ASML Holding,Semiconductor industry,13980000000.0,,,31000,,,,,,,14012154000.0
1318,Mollie Stone's Markets,Retail,145200000.0,,,1300,,,,,,,145200000.0
1319,Mondi,Packaging and labeling,6663.0,,,26000,,,,,,,6678.3249
1320,Morozoff Ltd.,Food industry,271480000.0,,,749,,,,,,,271480000.0
1321,23andMe,"Biotechnology,Genetic genealogy",475100000.0,,,683,,,,,,,475100000.0
1322,4INFO,"Big data,Digital marketing,Software",28000000.0,,,45,,,,,,,28000000.0
1323,A1 Srbija,"Telecommunications,Wireless",258760000.0,,,1082,,,,,,,259355148.0
1324,2 Sisters Food Group,Food processing,2690000000.0,,,18000,,,,,,,3113272057.5499697
1325,Morgan Stanley,Financial services,48200000000.0,,,68097,,,,,,,48200000000.0
1326,Morgan Stanley Wealth Management,Financial services,17242.0,,,17646,,,,,,,17242.0
1327,Murray Goulburn Co-operative,Food processing,2400000000.0,,,2000,,,,,,,2400000000.0
1328,Mubadala Investment Company,Investment,165600000000.0,,,55000,,,,,,,
1329,Wayne Farms,"Agribusiness,Agriculture,Food industry",1500000000.0,,,9800,,,,,,,1500000000.0
1330,Whirlpool Corporation,Home appliance,19450000000.0,,,78000,,,,,,,19450000000.0
1331,ElringKlinger,"Automotive industry,Manufacturing",1480000000.0,,,9724,,,,,,,1483404000.0
1332,Mutual of Omaha,"Finance,Insurance",9.347,,,6314,,,,,,,9.347
1333,EVBox,Electric vehicle charging network,70000000.0,,,750,,,,,,,70161000.0
1334,Enel X,Demand response,472000000.0,,,2500,,,,,,,472000000.0
1335,Washington Federal,Financial services,621265000.0,,,1877,,,,,,,621265000.0
1336,Weatherford International,Petroleum reservoir,9433000000.0,,,17200,,,,,,,9433000000.0
1337,Vaughan Media,Broadcasting,94000.0,,,1,,,,,,,94000.0
1338,Endo International,Medication,3468.0,,,2910,,,,,,,3468.0
1339,Eskom,Energy,13820000000.0,,,42749,,,,,,,13820000000.0
1340,Eurasia Drilling Company Limited,List of oilfield service companies,1800000000.0,,,18000,,,,,,,1800000000.0
1341,Harmons,Retail,850000000.0,,,4000,,,,,,,850000000.0
1342,Essence Global,"Advertising,Information technology,Marketing",4000000000.0,,,1900,,,,,,,4000000000.0
1343,Euromoney Institutional Investor,Business-to-business,336100000.0,,,2469,,,,,,,388985404.66265607
1344,Airbus Helicopters,Aerospace manufacturer,5900000000.0,,,20000,,,,,,,5913570000.0
1345,Alcon,Ophthalmology,7400000000.0,,,20000,,,,,,,7400000000.0
1346,Assurant,Insurance,10094000000.0,,,14250,,,,,,,10094000000.0
1347,Atwood Oceanics,Petroleum industry,1395000000.0,,,1868,,,,,,,1395000000.0
1348,AkzoNobel,Chemical industry,8530000000.0,,,32200,,,,,,,8549619000.0
1349,Assiniboine Credit Union,Financial services,152300000.0,,,500,,,,,,,112507584.0212264
1350,Attijariwafa Bank,Financial services,4100000000.0,,,25754,,,,,,,4100000000.0
1351,Auburn National Bancorporation,Finance,31561000.0,,,156,,,,,,,31561000.0
1352,Audemars Piguet,Watchmaker,1100000000.0,,,1450,,,,,,,1111757587.980236
1353,Autodesk,Software,3790000000.0,,,10100,,,,,,,3790000000.0
1354,Autodesk,Software,3790000000.0,,,11500,,,,,,,3790000000.0
1355,B&Q,Retail,3800000000.0,,,16717,,,,,,,4397930787.617058
1356,BC Hydro,Electric utility,6269000000.0,,,6128,,,,,,,4631057414.504717
1357,BD (company),"Consultant,Medical device",20248000000.0,,,75000,,,,,,,20248000000.0
1358,BGI Group,"Biotechnology,Omics,Whole genome sequencing",251000000.0,,,10000,,,,,,,251000000.0
1359,BOE Technology,"Electronics,Health care,Internet of things,Photovoltaics",14560000000.0,,,68175,,,,,,,14560000000.0
1360,Dish Network,"Satellite television,Telecommunications",15493000000.0,,,16000,,,,,,,15493000000.0
1361,Autogrill,Catering,2000000000.0,,,31092,,,,,,,2004600000.0
1362,Avia Solutions Group,"Aviation,Tourism",668000000.0,,,7000,,,,,,,669536400.0
1363,Axalta,Coating,4800000000.0,,,12650,,,,,,,4800000000.0
1364,B92,Mass media,9740000.0,,,116,,,,,,,9762402.0
1365,BBC,Mass media,5064000000.0,,,22219,,,,,,,5860821449.603363
1366,BP,Petroleum industry,164190000000.0,,,60000,,,,,,,164190000000.0
1367,Dolby,"Data compression,Noise reduction",1082000000.0,,,2289,,,,,,,1082000000.0
1368,Avocet Mining,Mining,85000000.0,,,600,,,,,,,85000000.0
1369,Domstein,Fishery,1918.0,,,585,,,,,,,185.9054812006808
1370,Drax Group,Electric power industry,5173.0,,,3015,,,,,,,5986.972622195536
1371,Dynetics,"Aerospace,Arms industry,Automotive industry,Computer security,Information technology",293.0,,,1900,,,,,,,293.0
1372,CeramTec,Ceramic,550000000.0,,,3400,,,,,,,551265000.0
1373,Purism (company),"Computer hardware,Electronics",1000000.0,,,41,,,,,,,1000000.0
1374,Pyramis,Home appliance,65035000.0,,,420,,,,,,,65184580.5
1375,Duck Commander,"Clothing,Hunting",40000000.0,,,75,,,,,,,40000000.0
1376,Dunnhumby,Marketing,444000000.0,,,3124,,,,,,,444000000.0
1377,Positivo Tecnologia,"Computer hardware,Consumer electronics,Health informatics,IT service management,Software",1350000000.0,,,2090,,,,,,,1350000000.0
1378,Postmedia Network,Mass media,619600000.0,,,2006,,,,,,,457713060.1415094
1379,Price Chopper and Market 32 Supermarkets,Retail,3500000000.0,,,24000,,,,,,,3500000000.0
1380,ProAssurance,Insurance,874000000.0,,,970,,,,,,,874000000.0
1381,ProBuild,Retail,3600000000.0,,,9223,,,,,,,3600000000.0
1382,Progress Software,Software,531300000.0,,,2100,,,,,,,531300000.0
1383,Prudential plc,Insurance,55973000000.0,,,23000,,,,,,,55973000000.0
1384,Prosper Marketplace,"Financial technology,Peer-to-peer lending",116230000.0,,,457,,,,,,,116230000.0
1385,Dowa Holdings,Non-ferrous metal,454700000000.0,,,6400,,,,,,,3093577314.689112
1386,Prologis,Real estate investment trust,4439000000.0,,,1945,,,,,,,4439000000.0
1387,Quebecor,"Broadcasting,Mass media,Telecommunications",4122000000.0,,,10100,,,,,,,3045018130.896226
1388,SERA Architects,"Architecture,Interior design,Urban planning",23700000.0,,,130,,,,,,,23700000.0
1389,SMC Corporation,Machine,3820000000.0,,,20853,,,,,,,3820000000.0
1390,SMC Corporation,Machine,458000000000.0,,,20853,,,,,,,3116029052.4029326
1391,SOCAR,Petroleum industry,120.0,,,100000,,,,,,,
1392,Sakura Color Products Corporation,"List of art media,Stationery",90000000.0,,,1200,,,,,,,612320.1194678252
1393,SBS Transit,Public transport,1190000000.0,,,10239,,,,,,,1190000000.0
1394,Sadia,Food processing,7600000000.0,,,60580,,,,,,,7600000000.0
1395,SIFCO Industries,Metal,100000000.0,,,378,,,,,,,100000000.0
1396,SITE Centers,Real estate investment trust,507000000.0,,,361,,,,,,,507000000.0
1397,Samson AG,"Biotechnology,Chemical industry,Energy industry,Food industry,Petrochemical industry,Pharmaceutical industry",661000000.0,,,4500,,,,,,,662520300.0
1398,Santana Motor,Automotive industry,12249000.0,,,1341,,,,,,,12277172.7
1399,Seacret,Multi-level marketing,211500000.0,,,280,,,,,,,211500000.0
1400,Sanmina Corporation,Electronics manufacturing services,6960000000.0,,,40000,,,,,,,6960000000.0
1401,Sanoma,Mass media,1062.0,,,4800,,,,,,,1064.4425999999999
1402,Scalpers,Retail,42000000.0,,,350,,,,,,,42096600.0
1403,Salomon Brothers,Financial services,9046000000.0,,,7100,,,,,,,9046000000.0
1404,Samsung Telecommunications,Telecommunications,95000000000.0,,,325000,,,,,,,95000000000.0
1405,Electrabel,Energy,22200000000.0,,,4302,,,,,,,22251060000.0
1406,Turner Construction,"Construction management,Consultant",14410000000.0,,,10000,,,,,,,14410000000.0
1407,Tarmac (company),Building material,1800000000.0,,,10658,,,,,,,2083230373.081764
1408,Uniq plc,Food,736100000.0,,,6559,,,,,,,851925487.5697148
1409,"Aaron's, Inc.",Furniture,3940000000.0,,,9400,,,,,,,3940000000.0
1410,Abu Dhabi National Oil Company,Petroleum industry,60000000000.0,,,55000,,,,,,,60000000000.0
1411,Actuate Corporation,"Business analytics,Business intelligence,Report,Software",134600000.0,,,570,,,,,,,134600000.0
1412,Eiffel (company),Construction,703000000.0,,,4100,,,,,,,704616900.0
1413,Triodos Bank,Financial services,305100000.0,,,1592,,,,,,,305801730.0
1414,Abcam,"Biotechnology,List of life sciences",259.0,,,1250,,,,,,,299.7537036823205
1415,Linx (railway company),Rail transport,426800000.0,,,170,,,,,,,
1416,Internap,IT infrastructure,317000000.0,,,600,,,,,,,317000000.0
1417,Kompania Węglowa,Mining,3400000000.0,,,63800,,,,,,,3400000000.0
1418,Actel,Integrated circuit,191000000.0,,,500,,,,,,,191000000.0
1419,Aegean Airlines,Airline,415100000.0,,,2312,,,,,,,416054730.0
1420,Agrial,"Agriculture,Food processing",4200000000.0,,,12000,,,,,,,4209660000.0
1421,Agroindustrial Casa Grande,Agribusiness,79500000.0,,,3261,,,,,,,79500000.0
1422,AirG Inc.,"Mobile game,Mobile social network",1000000000.0,,,167,,,,,,,1000000000.0
1423,Dialog Semiconductor,Electrical engineering,1566000000.0,,,1850,,,,,,,1566000000.0
1424,Dillard's,Retail,6.34,,,40000,,,,,,,6.34
1425,Ebusco,Electric bus,100000000.0,,,214,,,,,,,100230000.0
1426,EDGE Group,Arms industry,5000000000.0,,,13000,,,,,,,5000000000.0
1427,EMAS (company),Petroleum industry,984200000.0,,,5500,,,,,,,984200000.0
1428,EMI,Music industry,1072000000.0,,,5500,,,,,,,1240679422.1909173
1429,EToro,"Cryptocurrency exchange,Electronic trading platform,Financial services,Socially responsible investing",605000000.0,,,1200,,,,,,,605000000.0
1430,Del Taco,Restaurant,513000000.0,,,8000,,,,,,,513000000.0
1431,Descente,Textile industry,123100000000.0,,,1839,,,,,,,837517852.2943254
1432,Deltathree,Telecommunications,29470000.0,,,155,,,,,,,29470000.0
1433,Destia,Roadworks,489700000.0,,,1515,,,,,,,490826310.0
1434,Diagonal View,Technology,5100000.0,,,60,,,,,,,5902486.057064998
1435,Electrica,Electricity,6440.0,,,8000,,,,,,,1322.544769085768
1436,Hapag-Lloyd,"Containerization,Maritime transport",14500000000.0,,,13117,,,,,,,14500000000.0
1437,Haseko,"Construction,Engineering,Real estate",7100000000.0,,,6602,,,,,,,7100000000.0
1438,Hawaiian Airlines,Airline,2837000000.0,,,7299,,,,,,,2837000000.0
1439,Helix Energy Solutions Group,List of oilfield service companies,752000000.0,,,1650,,,,,,,752000000.0
1440,Heckler & Koch,Arms industry,239417000.0,,,923,,,,,,,239967659.1
1441,Elanco,Pharmaceutical industry,3273000000.0,,,10200,,,,,,,3273000000.0
1442,Hannover Re,Financial services,24000000000.0,,,3218,,,,,,,24055200000.0
1443,Hazama Ando,Construction,407900000000.0,,,3850,,,,,,,2775170852.565843
1444,Halfords Autocentre,Automobile repair shop,97.0,,,1500,,,,,,,112.26297010496172
1445,Heidrick & Struggles,Executive search,735600000.0,,,1611,,,,,,,735600000.0
1446,Hengdian Group,"Electronics,Film,Medication",81200000000.0,,,50000,,,,,,,
1447,Le Château,Fashion,236876000.0,,,3000,,,,,,,236876000.0
1448,LendingClub,"Personal finance,Software",574500000.0,,,1530,,,,,,,574500000.0
1449,Light S.A.,Electricity,3200000000.0,,,3732,,,,,,,3200000000.0
1450,Baker Tilly International,Professional services,4040000000.0,,,30000,,,,,,,4040000000.0
1451,Liberty Media,Mass media,8040000000.0,,,84,,,,,,,8040000000.0
1452,Linc Energy,"Coal,Petroleum industry",124370000.0,,,360,,,,,,,124370000.0
1453,Storebrand,Insurance,48240000000.0,,,2160,,,,,,,4675745783.691784
1454,Sucampo Pharmaceuticals,Pharmaceutical industry,230000000.0,,,139,,,,,,,230000000.0
1455,SulAmérica Seguros,Financial services,5200000000.0,,,7390,,,,,,,5200000000.0
1456,Life Storage,Real estate investment trust,574000000.0,,,1943,,,,,,,574000000.0
1457,Link Mobility Group,Telecommunications,3539000000.0,,,700,,,,,,,343023721.56893086
1458,Chess Communication,Telecommunications,985000000.0,,,50,,,,,,,95472835.7573882
1459,Sumitomo Rubber Industries,Automotive industry,877800000000.0,,,36650,,,,,,,5972162231.876188
1460,Swiss International Air Lines,Airline,4950000000.0,,,9101,,,,,,,5002909145.911061
1461,Systime Computers,"Computer hardware,Software,System integration",60000000.0,,,1370,,,,,,,69441012.4360588
1462,"UTC Climate, Controls & Security","Fire detection,Physical security,Wildfire suppression",17812000000.0,,,54998,,,,,,,17812000000.0
1463,Sysmex Corporation,Medical device,2200000000.0,,,9231,,,,,,,2200000000.0
1464,Trumpf,"Health technology,Machine tool",3500000000.0,,,14767,,,,,,,3508050000.0
1465,UPM (company),"Lumber,Paper,Pulp (paper)",8580000000.0,,,18000,,,,,,,8599734000.0
1466,Sumitomo Mitsui Construction,Construction,403900000000.0,,,4444,,,,,,,2747956625.03394
1467,Sun Life Financial,Financial services,39670000000.0,,,40600,,,,,,,39670000000.0
1468,Super Talent Technology,"Computer data storage,Computer memory",150000000.0,,,100,,,,,,,150000000.0
1469,Truist Financial,Financial services,20370000000.0,,,54982,,,,,,,20370000000.0
1470,UBS,"Bank,Financial services",36032000000.0,,,71551,,,,,,,36032000000.0
1471,Uchumi Supermarkets,Retail,165400000.0,,,50,,,,,,,
1472,Macfarlane Group,Packaging and labeling,230000000.0,,,900,,,,,,,266190547.67155874
1473,BlueScope,Steel,12900000000.0,,,14300,,,,,,,12900000000.0
1474,Mace (construction company),Construction,2036.0,,,5042,,,,,,,2356.3650219969286
1475,Marsh (company),Professional services,5980000000.0,,,30300,,,,,,,5980000000.0
1476,Boohoo.com,Fashion,1235000000.0,,,2352,,,,,,,1429327505.9755437
1477,Brantano Footwear,Retail,295200000.0,,,2945,,,,,,,295878960.0
1478,American Shipping Company,"Freight transport,Shipyard",254000000.0,,,1300,,,,,,,254000000.0
1479,Gaming Innovation Group,"Business-to-business,Online gambling,Sports betting",44100000.0,,,600,,,,,,,44201430.0
1480,Gander RV,Retail,1320000000.0,,,5606,,,,,,,1320000000.0
1481,Gehrlicher Solar,Solar energy,323000000.0,,,150,,,,,,,323742900.0
1482,GenieKnows,Internet,8400000.0,,,5,,,,,,,8400000.0
1483,George Wimpey,Home construction,3147.0,,,6050,,,,,,,3642.181102271284
1484,Boskalis,"Construction,Service (economics)",2674000000.0,,,13830,,,,,,,2680150200.0
1485,Bradley Pharmaceuticals,Pharmaceutical industry,145000000.0,,,300,,,,,,,145000000.0
1486,American River Bank,Bank,23600000.0,,,107,,,,,,,23600000.0
1487,Gamania,Online game,2882.0,,,1200,,,,,,,2882.0
1488,Boeing Commercial Airplanes,Aviation,32255000000.0,,,64529,,,,,,,32255000000.0
1489,Game Arts,Video game industry,4560000000.0,,,27,,,,,,,31024219.38636981
1490,Garmin,Technology,4190000000.0,,,16000,,,,,,,4190000000.0
1491,Hirose Electric Group,Electronics,125700000000.0,,,4044,,,,,,,855207100.1900625
1492,Hokkaido Electric Power Company,"Electric power transmission,Electricity generation",724111.0,,,10985,,,,,,,4926.530378088515
1493,Logan's Roadhouse,Foodservice,537000000.0,,,4723,,,,,,,537000000.0
1494,Hokuetsu Corporation,Pulp and paper industry,269000000000.0,,,4779,,,,,,,1830156801.5204997
1495,Localiza,Car rental,2000000000.0,,,5000,,,,,,,2000000000.0
1496,Lojas Americanas,Department store,6000000000.0,,,18775,,,,,,,6000000000.0
1497,Archirodon,Construction,1100000000.0,,,15000,,,,,,,1102530000.0
1498,Hi-Living,Internet,30500000.0,,,530,,,,,,,30500000.0
1499,Louisiana-Pacific,Construction,2828000000.0,,,3900,,,,,,,2828000000.0
1500,Heraeus,Technology,22400000000.0,,,14883,,,,,,,22451520000.0
1501,Logicalis,Information technology,1240000000.0,,,3500,,,,,,,1435114257.0118818
1502,Lucent,Telecommunications equipment,9440000000.0,,,30500,,,,,,,9440000000.0
1503,Pier 1 (retail chain),"E-commerce,Retail",1553000000.0,,,18000,,,,,,,1553000000.0
1504,Naftna Industrija Srbije,Petroleum industry,2377000000.0,,,6182,,,,,,,2382467100.0
1505,Nasty Gal,Clothing,98800000.0,,,200,,,,,,,114346200.4780435
1506,National General Insurance,"Finance,Insurance",5000000000.0,,,8440,,,,,,,5000000000.0
1507,Nakano Corporation,Construction,1040000000.0,,,1363,,,,,,,1040000000.0
1508,Nakano Corporation,Construction,116800000000.0,,,1363,,,,,,,794655443.9315776
1509,Nassa Group,Conglomerate (company),600000000.0,,,30000,,,,,,,600000000.0
1510,National Beef,Food processing,7300000000.0,,,8200,,,,,,,7300000000.0
1511,Phase One (company),Digital imaging,413000000.0,,,300,,,,,,,55652639.78704238
1512,Natera,Genetic testing,391000000.0,,,1815,,,,,,,391000000.0
1513,Photocure,Medication,150000000.0,,,70,,,,,,,14539010.521429677
1514,Pinnacle Foods,Food industry,3144000000.0,,,4900,,,,,,,3144000000.0
1515,Polaris Inc.,"Automotive industry,Military,Motorsport",6782000000.0,,,15000,,,,,,,6782000000.0
1516,Poshmark,E-commerce,262000000.0,,,300,,,,,,,262000000.0
1517,RT-RK,"Automotive industry,Consumer electronics",30230000.0,,,579,,,,,,,30299529.0
1518,Poonawalla Fincorp,Non-bank financial institution,303000000.0,,,9500,,,,,,,303000000.0
1519,RB Kolubara,"Coal,Smelting",416290000.0,,,10037,,,,,,,417247467.0
1520,Pliva,Pharmaceutical industry,1174000000.0,,,1700,,,,,,,1174000000.0
1521,Raiffeisen Bank (Serbia),Financial services,143350000.0,,,1565,,,,,,,143679705.0
1522,Pilgrim's Pride,Meat packing industry,10700000000.0,,,35700,,,,,,,10700000000.0
1523,Randgold Resources,Mining,1280.0,,,11659,,,,,,,1280.0
1524,Redfin,Real estate,886000000.0,,,4185,,,,,,,886000000.0
1525,Reed's,Drink,33820000.0,,,28,,,,,,,33820000.0
1526,Spansion,Semiconductor,1300000000.0,,,3700,,,,,,,1300000000.0
1527,Spirit Airlines,Airline,3230000000.0,,,8938,,,,,,,3230000000.0
1528,Staples Inc.,Retail,14000000000.0,,,75000,,,,,,,14000000000.0
1529,Stater Bros.,Grocery store,4200000000.0,,,18000,,,,,,,4200000000.0
1530,Octapharma,Pharmaceutical industry,2400000000.0,,,9067,,,,,,,2405520000.0
1531,Spirit AeroSystems,"Aerospace,Arms industry",6800000000.0,,,18200,,,,,,,6800000000.0
1532,Reliance Bank,Financial services,10200000.0,,,23,,,,,,,11804972.114129996
1533,Uninett,Telecommunications,287.0,,,110,,,,,,,27.81797346433545
1534,Srbija Voz,Rail transport,47230000.0,,,2329,,,,,,,47338629.0
1535,Standard Bank,Bank,8610000000.0,,,54767,,,,,,,8610000000.0
1536,Standard Bank Malawi,Financial services,15900000000.0,,,885,,,,,,,15900000000.0
1537,State ECU,Financial services,31000000.0,,,178,,,,,,,31000000.0
1538,Yum! Brands,Foodservice,5597000000.0,,,34000,,,,,,,5597000000.0
1539,ZAP (motor company),"Automotive industry,Electric vehicle",-4070000.0,,,35,,,,,,,-4070000.0
1540,DeCODE genetics,Genetics,77.0,,,190,,,,,,,77.0
1541,Z-CARD,Marketing,7000000.0,,,40,,,,,,,8101451.450873527
1542,Zavarovalnica Triglav,Insurance,1184.0,,,5281,,,,,,,1186.7232
1543,Ziff Davis,"Digital media,Internet",1380000000.0,,,4700,,,,,,,1380000000.0
1544,Panalpina,Transport,8172000000.0,,,15000,,,,,,,8259348189.976808
1545,Stellar (construction company),Construction,585000000.0,,,750,,,,,,,585000000.0
1546,Denofa,Manufacturing,1300000000.0,,,60,,,,,,,126004757.85239053
1547,Zotter Schokoladen Manufaktur,Chocolate,24000000.0,,,200,,,,,,,24055200.0
1548,Norrmejerier,Dairy,1500000000.0,,,490,,,,,,,
1549,Semapa,Conglomerate (company),1381000000.0,,,5170,,,,,,,1384176300.0
1550,Stifel,Investment,3700000000.0,,,7100,,,,,,,3700000000.0
1551,Yettel Bulgaria,Mobile phone,350000000.0,,,1700,,,,,,,350805000.0
1552,Yettel Serbia,Telecommunications,394490000.0,,,791,,,,,,,395397327.0
1553,Aptiv,Automotive industry,13066000000.0,,,180000,,,,,,,13066000000.0
1554,Argentum Fondsinvesteringer,Private equity,396000000.0,,,11,,,,,,,38382987.77657434
1555,AppLovin,Mobile technology,1500000000.0,,,1000,,,,,,,1500000000.0
1556,Arc Technology Group,"IT service management,Information technology consulting,Web content management system",1.6,,,5,,,,,,,1.6
1557,Aristocrat Leisure,Gambling,4397.0,,,6400,,,,,,,4397.0
1558,Arcturus Therapeutics,Pharmaceutical industry,21000000.0,,,124,,,,,,,21000000.0
1559,FirstMerit Corporation,"Bank,Financial services,Investment",1100000000.0,,,4619,,,,,,,1100000000.0
1560,First Atlantic Bank,Financial services,28016000.0,,,600,,,,,,,
1561,Fitch Ratings,Financial services,1700000000.0,,,4500,,,,,,,1700000000.0
1562,Arctech Helsinki Shipyard,Shipbuilding,289338000.0,,,495,,,,,,,290003477.4
1563,Asahi Kasei,Chemical industry,18500000000.0,,,34670,,,,,,,18500000000.0
