ft_id,db_id,label
ft_id_1266,dbpedia_3535,True
ft_id_1928,dbpedia_5378,True
ft_id_1506,dbpedia_6798,True
ft_id_1224,dbpedia_6456,True
ft_id_972,dbpedia_2662,True
ft_id_1336,dbpedia_1731,True
ft_id_1050,dbpedia_3027,True
ft_id_1901,dbpedia_6259,True
ft_id_266,dbpedia_3062,True
ft_id_1536,dbpedia_6675,True
ft_id_1716,dbpedia_4311,True
ft_id_1342,dbpedia_5103,True
ft_id_1063,dbpedia_3209,True
ft_id_112,dbpedia_4090,True
ft_id_1664,dbpedia_1353,True
ft_id_1634,dbpedia_1009,True
ft_id_1727,dbpedia_4873,True
ft_id_1706,dbpedia_2172,True
ft_id_35,dbpedia_1325,True
ft_id_683,dbpedia_4271,True
ft_id_484,dbpedia_636,True
ft_id_1376,dbpedia_1570,True
ft_id_89,dbpedia_403,True
ft_id_1231,dbpedia_5446,True
ft_id_1723,dbpedia_6741,True
ft_id_1343,dbpedia_1490,True
ft_id_329,dbpedia_3532,True
ft_id_745,dbpedia_2480,True
ft_id_163,dbpedia_3321,True
ft_id_1204,dbpedia_6444,True
ft_id_206,dbpedia_1236,True
ft_id_1051,dbpedia_6650,True
ft_id_415,dbpedia_2794,False
ft_id_1936,dbpedia_5043,False
ft_id_98,dbpedia_2660,True
ft_id_256,dbpedia_80,False
ft_id_1362,dbpedia_3494,True
ft_id_1451,dbpedia_6392,False
ft_id_1281,dbpedia_2387,True
ft_id_1436,dbpedia_1076,False
ft_id_1021,dbpedia_3274,False
ft_id_1002,dbpedia_5837,True
ft_id_1121,dbpedia_4474,True
ft_id_57,dbpedia_3467,False
ft_id_697,dbpedia_1222,False
ft_id_630,dbpedia_514,True
ft_id_1975,dbpedia_1836,False
ft_id_413,dbpedia_1964,False
ft_id_1316,dbpedia_3162,True
ft_id_356,dbpedia_427,False
ft_id_1056,dbpedia_3332,False
ft_id_1212,dbpedia_2201,False
ft_id_1975,dbpedia_463,False
ft_id_546,dbpedia_2087,False
ft_id_1500,dbpedia_771,False
ft_id_1436,dbpedia_3602,False
ft_id_1940,dbpedia_6443,False
ft_id_1877,dbpedia_3354,False
ft_id_1690,dbpedia_2011,False
ft_id_1632,dbpedia_1261,True
ft_id_56,dbpedia_3907,True
ft_id_1182,dbpedia_5137,False
ft_id_1163,dbpedia_2176,False
ft_id_631,dbpedia_3801,False
ft_id_213,dbpedia_5611,False
ft_id_1983,dbpedia_1830,False
ft_id_1816,dbpedia_2661,True
ft_id_995,dbpedia_4892,False
ft_id_596,dbpedia_2079,False
ft_id_1017,dbpedia_5729,False
ft_id_1021,dbpedia_438,False
ft_id_1051,dbpedia_5611,False
ft_id_1118,dbpedia_6179,False
ft_id_309,dbpedia_4796,True
ft_id_1537,dbpedia_1256,False
ft_id_459,dbpedia_1076,False
ft_id_1524,dbpedia_1761,False
ft_id_38,dbpedia_4507,True
ft_id_432,dbpedia_5268,False
ft_id_822,dbpedia_2652,False
ft_id_886,dbpedia_5988,False
ft_id_415,dbpedia_5988,False
ft_id_1877,dbpedia_6408,False
ft_id_185,dbpedia_2548,True
ft_id_831,dbpedia_651,False
ft_id_1656,dbpedia_1239,False
ft_id_535,dbpedia_1828,False
ft_id_1279,dbpedia_5519,False
ft_id_72,dbpedia_3852,False
ft_id_1163,dbpedia_5373,False
ft_id_1269,dbpedia_2214,False
ft_id_125,dbpedia_6672,False
ft_id_79,dbpedia_2214,False
ft_id_1279,dbpedia_3354,False
ft_id_861,dbpedia_3959,False
ft_id_1503,dbpedia_1120,False
ft_id_1475,dbpedia_4080,False
ft_id_1014,dbpedia_6033,False
ft_id_1988,dbpedia_3598,False
ft_id_732,dbpedia_1039,False
ft_id_1690,dbpedia_547,False
ft_id_734,dbpedia_4954,False
ft_id_1503,dbpedia_3959,False
ft_id_1503,dbpedia_4783,False
ft_id_1877,dbpedia_3816,False
ft_id_587,dbpedia_302,False
ft_id_587,dbpedia_5460,False
ft_id_1421,dbpedia_6711,False
ft_id_1163,dbpedia_3,False
ft_id_518,dbpedia_1964,False
ft_id_1312,dbpedia_47,False
ft_id_389,dbpedia_4590,False
ft_id_313,dbpedia_4648,False
ft_id_995,dbpedia_309,False
ft_id_1163,dbpedia_1965,False
ft_id_1210,dbpedia_3010,False
ft_id_432,dbpedia_2786,False
ft_id_1056,dbpedia_6386,False
ft_id_518,dbpedia_3561,False
ft_id_337,dbpedia_2350,False
ft_id_411,dbpedia_535,False
ft_id_411,dbpedia_3283,False
ft_id_1056,dbpedia_5879,False
ft_id_1712,dbpedia_2689,False
ft_id_1452,dbpedia_3159,False
ft_id_63,dbpedia_5587,False
ft_id_1712,dbpedia_6677,False
ft_id_214,dbpedia_4626,True
ft_id_411,dbpedia_3684,False
ft_id_72,dbpedia_3332,False
ft_id_846,dbpedia_2630,False
ft_id_411,dbpedia_3150,False
ft_id_386,dbpedia_1150,False
ft_id_846,dbpedia_1150,False
ft_id_1936,dbpedia_2441,False
ft_id_153,dbpedia_1789,False
ft_id_1988,dbpedia_863,False
ft_id_219,dbpedia_1749,False
ft_id_1690,dbpedia_6672,False
ft_id_108,dbpedia_454,False
ft_id_600,dbpedia_3598,False
ft_id_587,dbpedia_2278,False
ft_id_653,dbpedia_5700,False
ft_id_653,dbpedia_6429,False
ft_id_1440,dbpedia_374,False
ft_id_481,dbpedia_1691,False
ft_id_1014,dbpedia_3439,False
ft_id_233,dbpedia_4208,False
ft_id_482,dbpedia_6798,False
ft_id_389,dbpedia_1688,False
ft_id_138,dbpedia_5371,True
ft_id_1574,dbpedia_4911,False
ft_id_1587,dbpedia_4911,False
ft_id_194,dbpedia_1056,False
ft_id_1712,dbpedia_1965,False
ft_id_1371,dbpedia_3744,False
ft_id_1163,dbpedia_4224,False
ft_id_1712,dbpedia_300,False
ft_id_1163,dbpedia_2861,False
ft_id_1712,dbpedia_2231,False
ft_id_1163,dbpedia_6414,False
ft_id_1300,dbpedia_5461,False
ft_id_360,dbpedia_1047,False
ft_id_596,dbpedia_3246,False
ft_id_1171,dbpedia_4692,False
ft_id_360,dbpedia_4015,False
ft_id_1219,dbpedia_6012,False
ft_id_1877,dbpedia_3927,False
ft_id_588,dbpedia_6662,False
ft_id_1036,dbpedia_336,False
ft_id_622,dbpedia_2435,False
ft_id_1279,dbpedia_1130,False
ft_id_1877,dbpedia_6662,False
ft_id_213,dbpedia_3802,False
ft_id_184,dbpedia_2278,False
ft_id_1910,dbpedia_5384,True
ft_id_1114,dbpedia_928,False
ft_id_587,dbpedia_3404,False
ft_id_278,dbpedia_1691,False
ft_id_278,dbpedia_4031,False
ft_id_800,dbpedia_5150,True
ft_id_358,dbpedia_484,False
ft_id_514,dbpedia_4314,False
ft_id_70,dbpedia_6001,False
ft_id_1243,dbpedia_2691,False
ft_id_850,dbpedia_2462,False
ft_id_1303,dbpedia_6084,False
ft_id_1139,dbpedia_5704,False
ft_id_1412,dbpedia_4935,False
ft_id_263,dbpedia_5385,False
ft_id_1982,dbpedia_871,False
ft_id_1826,dbpedia_2275,False
ft_id_1473,dbpedia_6486,False
ft_id_5,dbpedia_305,False
ft_id_1612,dbpedia_6087,False
ft_id_608,dbpedia_2417,False
ft_id_638,dbpedia_5032,False
ft_id_1257,dbpedia_5113,False
ft_id_1084,dbpedia_1216,False
ft_id_309,dbpedia_6708,False
ft_id_1223,dbpedia_4110,False
ft_id_1624,dbpedia_5786,False
ft_id_871,dbpedia_372,False
ft_id_1697,dbpedia_2516,False
ft_id_1181,dbpedia_6329,False
ft_id_1861,dbpedia_3685,False
ft_id_983,dbpedia_4980,False
ft_id_985,dbpedia_6679,False
ft_id_895,dbpedia_6036,False
ft_id_899,dbpedia_3059,False
ft_id_1965,dbpedia_3122,False
ft_id_591,dbpedia_6,False
ft_id_932,dbpedia_3584,False
ft_id_222,dbpedia_4675,False
ft_id_1603,dbpedia_1416,False
ft_id_1447,dbpedia_3133,False
ft_id_37,dbpedia_283,False
ft_id_1194,dbpedia_5910,False
ft_id_1385,dbpedia_6136,False
ft_id_1519,dbpedia_2668,False
ft_id_107,dbpedia_4837,False
ft_id_1108,dbpedia_3940,False
ft_id_1272,dbpedia_2516,False
ft_id_777,dbpedia_4171,False
ft_id_295,dbpedia_2331,False
ft_id_1662,dbpedia_571,False
ft_id_1341,dbpedia_5855,False
ft_id_1654,dbpedia_6866,False
ft_id_540,dbpedia_3976,False
ft_id_134,dbpedia_4005,False
ft_id_77,dbpedia_6448,False
ft_id_1499,dbpedia_2247,False
ft_id_1050,dbpedia_1951,False
ft_id_116,dbpedia_6613,False
ft_id_1498,dbpedia_3586,False
ft_id_1068,dbpedia_5400,False
ft_id_889,dbpedia_3997,False
ft_id_203,dbpedia_5997,False
ft_id_1215,dbpedia_5005,False
ft_id_1862,dbpedia_6158,False
ft_id_1283,dbpedia_6012,False
ft_id_1643,dbpedia_4214,False
ft_id_1687,dbpedia_3520,False
ft_id_187,dbpedia_3258,False
ft_id_653,dbpedia_2782,False
ft_id_620,dbpedia_3480,False
ft_id_244,dbpedia_4545,False
ft_id_1613,dbpedia_6680,False
ft_id_567,dbpedia_2686,False
ft_id_1799,dbpedia_3486,False
ft_id_748,dbpedia_5203,False
ft_id_862,dbpedia_5161,False
ft_id_1387,dbpedia_846,False
ft_id_1997,dbpedia_3771,False
ft_id_24,dbpedia_6831,False
ft_id_1945,dbpedia_5535,False
ft_id_676,dbpedia_6843,False
ft_id_1867,dbpedia_6481,False
ft_id_1869,dbpedia_1494,False
ft_id_855,dbpedia_5568,False
ft_id_939,dbpedia_4684,False
ft_id_176,dbpedia_4991,False
ft_id_309,dbpedia_1516,False
ft_id_421,dbpedia_326,False
ft_id_405,dbpedia_2322,False
ft_id_931,dbpedia_5341,False
ft_id_1823,dbpedia_5708,False
ft_id_1893,dbpedia_4149,False
ft_id_1269,dbpedia_5991,False
ft_id_1786,dbpedia_694,False
ft_id_1947,dbpedia_4276,False
ft_id_346,dbpedia_3798,False
ft_id_597,dbpedia_1973,False
ft_id_813,dbpedia_3523,False
ft_id_624,dbpedia_723,False
ft_id_1282,dbpedia_6240,False
ft_id_1207,dbpedia_11,False
ft_id_1089,dbpedia_1281,False
ft_id_123,dbpedia_2645,False
ft_id_256,dbpedia_2975,False
ft_id_1899,dbpedia_4450,False
ft_id_202,dbpedia_2392,False
ft_id_507,dbpedia_4768,False
ft_id_1679,dbpedia_3689,False
ft_id_1803,dbpedia_1140,False
ft_id_558,dbpedia_6202,False
ft_id_1588,dbpedia_1814,False
ft_id_36,dbpedia_3576,False
ft_id_86,dbpedia_3151,False
ft_id_1385,dbpedia_5721,False
ft_id_1617,dbpedia_4962,False
ft_id_1385,dbpedia_1253,False
ft_id_1690,dbpedia_246,False
ft_id_1543,dbpedia_5552,False
ft_id_1343,dbpedia_1360,False
ft_id_280,dbpedia_2101,False
ft_id_1780,dbpedia_4559,False
ft_id_1793,dbpedia_2327,False
ft_id_1335,dbpedia_3101,False
ft_id_1321,dbpedia_342,False
ft_id_1341,dbpedia_2145,False
ft_id_1913,dbpedia_6167,False
ft_id_444,dbpedia_1611,False
ft_id_581,dbpedia_6487,False
ft_id_201,dbpedia_3427,False
ft_id_1337,dbpedia_5664,False
ft_id_528,dbpedia_1579,False
ft_id_1177,dbpedia_4382,False
ft_id_330,dbpedia_1623,False
ft_id_1418,dbpedia_1340,False
ft_id_1540,dbpedia_6735,False
ft_id_543,dbpedia_6380,False
ft_id_212,dbpedia_4612,False
ft_id_746,dbpedia_6376,False
ft_id_1754,dbpedia_801,False
ft_id_476,dbpedia_3466,False
ft_id_152,dbpedia_2197,False
ft_id_475,dbpedia_5885,False
ft_id_887,dbpedia_5043,False
ft_id_687,dbpedia_6554,False
ft_id_444,dbpedia_848,False
ft_id_1043,dbpedia_1982,False
ft_id_1782,dbpedia_2630,False
ft_id_1587,dbpedia_3810,False
ft_id_589,dbpedia_2028,False
ft_id_1124,dbpedia_5767,False
ft_id_672,dbpedia_711,False
ft_id_1826,dbpedia_3009,False
ft_id_1078,dbpedia_1522,False
ft_id_1319,dbpedia_3778,False
ft_id_1726,dbpedia_2272,False
ft_id_1971,dbpedia_1321,False
ft_id_1780,dbpedia_3408,False
ft_id_299,dbpedia_5117,False
ft_id_1128,dbpedia_2344,False
ft_id_1252,dbpedia_4876,False
ft_id_897,dbpedia_2457,False
ft_id_1005,dbpedia_749,False
ft_id_831,dbpedia_4804,False
ft_id_426,dbpedia_2046,False
ft_id_1748,dbpedia_1631,False
ft_id_147,dbpedia_6046,False
ft_id_90,dbpedia_5635,False
ft_id_625,dbpedia_441,False
ft_id_1404,dbpedia_4058,False
ft_id_1969,dbpedia_4152,False
ft_id_230,dbpedia_1498,False
ft_id_1462,dbpedia_6187,False
ft_id_109,dbpedia_188,False
ft_id_1023,dbpedia_1688,False
ft_id_1952,dbpedia_2693,False
ft_id_1760,dbpedia_4512,False
ft_id_209,dbpedia_2482,False
ft_id_1840,dbpedia_6533,False
ft_id_1185,dbpedia_2590,False
ft_id_871,dbpedia_5000,False
ft_id_217,dbpedia_4879,False
ft_id_1632,dbpedia_4775,False
ft_id_52,dbpedia_2783,False
ft_id_1456,dbpedia_2164,False
ft_id_506,dbpedia_20,False
ft_id_1488,dbpedia_116,False
ft_id_700,dbpedia_441,False
ft_id_76,dbpedia_4004,False
ft_id_1954,dbpedia_4282,False
ft_id_1823,dbpedia_2832,False
ft_id_1701,dbpedia_67,False
ft_id_423,dbpedia_4070,False
ft_id_1410,dbpedia_5834,False
ft_id_1699,dbpedia_5813,False
ft_id_1404,dbpedia_6473,False
ft_id_1648,dbpedia_3379,False
ft_id_1614,dbpedia_1967,False
ft_id_444,dbpedia_513,False
ft_id_478,dbpedia_419,False
ft_id_1510,dbpedia_3205,False
ft_id_1974,dbpedia_1722,False
ft_id_429,dbpedia_3217,False
ft_id_79,dbpedia_6519,False
ft_id_1865,dbpedia_6414,False
ft_id_1244,dbpedia_4879,False
ft_id_821,dbpedia_3011,False
ft_id_1407,dbpedia_2566,False
ft_id_121,dbpedia_889,False
ft_id_581,dbpedia_2767,False
ft_id_1822,dbpedia_3417,False
ft_id_849,dbpedia_2043,False
ft_id_499,dbpedia_2157,False
ft_id_925,dbpedia_5734,False
ft_id_872,dbpedia_3971,False
ft_id_19,dbpedia_6637,False
ft_id_1752,dbpedia_1041,False
ft_id_289,dbpedia_5335,False
ft_id_947,dbpedia_6704,False
ft_id_104,dbpedia_6799,False
ft_id_791,dbpedia_6512,False
ft_id_1951,dbpedia_4177,False
ft_id_1280,dbpedia_1570,False
ft_id_1799,dbpedia_3858,False
ft_id_329,dbpedia_1960,False
ft_id_1742,dbpedia_3873,False
ft_id_1780,dbpedia_6498,False
ft_id_805,dbpedia_2507,False
ft_id_1428,dbpedia_3143,False
ft_id_1256,dbpedia_2443,False
ft_id_371,dbpedia_4125,False
ft_id_1893,dbpedia_4080,False
ft_id_1991,dbpedia_3698,False
ft_id_571,dbpedia_2188,False
ft_id_400,dbpedia_5398,False
ft_id_971,dbpedia_4641,False
ft_id_48,dbpedia_1942,False
ft_id_1977,dbpedia_4620,False
ft_id_858,dbpedia_6808,False
ft_id_1229,dbpedia_1273,False
ft_id_145,dbpedia_5339,False
ft_id_145,dbpedia_4324,False
ft_id_1498,dbpedia_6597,False
ft_id_1535,dbpedia_6560,False
ft_id_1051,dbpedia_5600,False
ft_id_1895,dbpedia_4424,False
ft_id_1023,dbpedia_2915,False
ft_id_1791,dbpedia_1667,False
ft_id_1305,dbpedia_6809,False
ft_id_1079,dbpedia_6471,False
ft_id_872,dbpedia_6846,False
ft_id_1538,dbpedia_6227,False
ft_id_97,dbpedia_184,False
ft_id_158,dbpedia_4769,False
ft_id_1329,dbpedia_2189,False
ft_id_466,dbpedia_5057,False
