ft_id,db_id,label
FT_ID_599,dbpedia_3385,True
FT_ID_1507,dbpedia_3211,True
FT_ID_1238,dbpedia_135,True
FT_ID_1266,dbpedia_3535,True
FT_ID_1928,dbpedia_5378,True
FT_ID_1506,dbpedia_6798,True
FT_ID_1224,dbpedia_6456,True
FT_ID_972,dbpedia_2662,True
FT_ID_1336,dbpedia_1731,True
FT_ID_1050,dbpedia_3027,True
FT_ID_1901,dbpedia_6259,True
FT_ID_266,dbpedia_3062,True
FT_ID_1536,dbpedia_6675,True
FT_ID_1716,dbpedia_4311,True
FT_ID_1342,dbpedia_5103,True
FT_ID_1063,dbpedia_3209,True
FT_ID_112,dbpedia_4090,True
FT_ID_1664,dbpedia_1353,True
FT_ID_1634,dbpedia_1009,True
FT_ID_1727,dbpedia_4873,True
FT_ID_1706,dbpedia_2172,True
FT_ID_35,dbpedia_1325,True
FT_ID_683,dbpedia_4271,True
FT_ID_484,dbpedia_636,True
FT_ID_1376,dbpedia_1570,True
FT_ID_89,dbpedia_403,True
FT_ID_1231,dbpedia_5446,True
FT_ID_1723,dbpedia_6741,True
FT_ID_1343,dbpedia_1490,True
FT_ID_329,dbpedia_3532,True
FT_ID_745,dbpedia_2480,True
FT_ID_163,dbpedia_3321,True
FT_ID_1204,dbpedia_6444,True
FT_ID_206,dbpedia_1236,True
FT_ID_1051,dbpedia_6650,True
FT_ID_415,dbpedia_2794,False
FT_ID_1936,dbpedia_5043,False
FT_ID_98,dbpedia_2660,True
FT_ID_256,dbpedia_80,False
FT_ID_1362,dbpedia_3494,True
FT_ID_1451,dbpedia_6392,False
FT_ID_1281,dbpedia_2387,True
FT_ID_1436,dbpedia_1076,False
FT_ID_1021,dbpedia_3274,False
FT_ID_1002,dbpedia_5837,True
FT_ID_1121,dbpedia_4474,True
FT_ID_57,dbpedia_3467,False
FT_ID_697,dbpedia_1222,False
FT_ID_630,dbpedia_514,True
FT_ID_1975,dbpedia_1836,False
FT_ID_413,dbpedia_1964,False
FT_ID_1316,dbpedia_3162,True
FT_ID_356,dbpedia_427,False
FT_ID_1056,dbpedia_3332,False
FT_ID_1212,dbpedia_2201,False
FT_ID_1975,dbpedia_463,False
FT_ID_546,dbpedia_2087,False
FT_ID_1500,dbpedia_771,False
FT_ID_1436,dbpedia_3602,False
FT_ID_1940,dbpedia_6443,False
FT_ID_1877,dbpedia_3354,False
FT_ID_1690,dbpedia_2011,False
FT_ID_1632,dbpedia_1261,True
FT_ID_56,dbpedia_3907,True
FT_ID_1182,dbpedia_5137,False
FT_ID_1163,dbpedia_2176,False
FT_ID_631,dbpedia_3801,False
FT_ID_213,dbpedia_5611,False
FT_ID_1983,dbpedia_1830,False
FT_ID_1816,dbpedia_2661,True
FT_ID_995,dbpedia_4892,False
FT_ID_596,dbpedia_2079,False
FT_ID_1017,dbpedia_5729,False
FT_ID_1021,dbpedia_438,False
FT_ID_1051,dbpedia_5611,False
FT_ID_1118,dbpedia_6179,False
FT_ID_309,dbpedia_4796,False
FT_ID_1537,dbpedia_1256,False
FT_ID_459,dbpedia_1076,False
FT_ID_1524,dbpedia_1761,False
FT_ID_38,dbpedia_4507,True
FT_ID_432,dbpedia_5268,False
FT_ID_822,dbpedia_2652,False
FT_ID_886,dbpedia_5988,False
FT_ID_415,dbpedia_5988,False
FT_ID_1877,dbpedia_6408,False
FT_ID_185,dbpedia_2548,True
FT_ID_831,dbpedia_651,False
FT_ID_1656,dbpedia_1239,False
FT_ID_535,dbpedia_1828,False
FT_ID_1279,dbpedia_5519,False
FT_ID_72,dbpedia_3852,False
FT_ID_1163,dbpedia_5373,False
FT_ID_1269,dbpedia_2214,False
FT_ID_125,dbpedia_6672,False
FT_ID_79,dbpedia_2214,False
FT_ID_1279,dbpedia_3354,False
FT_ID_861,dbpedia_3959,False
FT_ID_1503,dbpedia_1120,False
FT_ID_1475,dbpedia_4080,False
FT_ID_1014,dbpedia_6033,False
FT_ID_1988,dbpedia_3598,False
FT_ID_732,dbpedia_1039,False
FT_ID_1690,dbpedia_547,False
FT_ID_734,dbpedia_4954,False
FT_ID_1503,dbpedia_3959,False
FT_ID_1503,dbpedia_4783,False
FT_ID_1877,dbpedia_3816,False
FT_ID_587,dbpedia_302,False
FT_ID_587,dbpedia_5460,False
FT_ID_1421,dbpedia_6711,False
FT_ID_1163,dbpedia_3,False
FT_ID_518,dbpedia_1964,False
FT_ID_1312,dbpedia_47,False
FT_ID_389,dbpedia_4590,False
FT_ID_313,dbpedia_4648,False
FT_ID_995,dbpedia_309,False
FT_ID_1163,dbpedia_1965,False
FT_ID_1210,dbpedia_3010,False
FT_ID_432,dbpedia_2786,False
FT_ID_1056,dbpedia_6386,False
FT_ID_518,dbpedia_3561,False
FT_ID_337,dbpedia_2350,False
FT_ID_411,dbpedia_535,False
FT_ID_411,dbpedia_3283,False
FT_ID_1056,dbpedia_5879,False
FT_ID_1712,dbpedia_2689,False
FT_ID_1452,dbpedia_3159,False
FT_ID_63,dbpedia_5587,False
FT_ID_1712,dbpedia_6677,False
FT_ID_214,dbpedia_4626,True
FT_ID_411,dbpedia_3684,False
FT_ID_72,dbpedia_3332,False
FT_ID_846,dbpedia_2630,False
FT_ID_411,dbpedia_3150,False
FT_ID_386,dbpedia_1150,False
FT_ID_846,dbpedia_1150,False
FT_ID_1936,dbpedia_2441,False
FT_ID_153,dbpedia_1789,False
FT_ID_1988,dbpedia_863,False
FT_ID_219,dbpedia_1749,False
FT_ID_1690,dbpedia_6672,False
FT_ID_108,dbpedia_454,False
FT_ID_600,dbpedia_3598,False
FT_ID_587,dbpedia_2278,False
FT_ID_653,dbpedia_5700,False
FT_ID_653,dbpedia_6429,False
FT_ID_1440,dbpedia_374,False
FT_ID_481,dbpedia_1691,False
FT_ID_1014,dbpedia_3439,False
FT_ID_233,dbpedia_4208,False
FT_ID_482,dbpedia_6798,False
FT_ID_389,dbpedia_1688,False
FT_ID_138,dbpedia_5371,True
FT_ID_1574,dbpedia_4911,False
FT_ID_1587,dbpedia_4911,False
FT_ID_194,dbpedia_1056,False
FT_ID_1712,dbpedia_1965,False
FT_ID_1371,dbpedia_3744,False
FT_ID_1163,dbpedia_4224,False
FT_ID_1712,dbpedia_300,False
FT_ID_1163,dbpedia_2861,False
FT_ID_1712,dbpedia_2231,False
FT_ID_1163,dbpedia_6414,False
FT_ID_1300,dbpedia_5461,False
FT_ID_360,dbpedia_1047,False
FT_ID_596,dbpedia_3246,False
FT_ID_1171,dbpedia_4692,False
FT_ID_360,dbpedia_4015,False
FT_ID_1219,dbpedia_6012,False
FT_ID_1877,dbpedia_3927,False
FT_ID_588,dbpedia_6662,False
FT_ID_1036,dbpedia_336,False
FT_ID_622,dbpedia_2435,False
FT_ID_1279,dbpedia_1130,False
FT_ID_1877,dbpedia_6662,False
FT_ID_213,dbpedia_3802,False
FT_ID_184,dbpedia_2278,False
FT_ID_1910,dbpedia_5384,True
FT_ID_1114,dbpedia_928,False
FT_ID_587,dbpedia_3404,False
FT_ID_278,dbpedia_1691,False
FT_ID_278,dbpedia_4031,False
FT_ID_800,dbpedia_5150,True
FT_ID_358,dbpedia_484,False
FT_ID_514,dbpedia_4314,False
FT_ID_70,dbpedia_6001,False
FT_ID_1243,dbpedia_2691,False
FT_ID_850,dbpedia_2462,False
FT_ID_1303,dbpedia_6084,False
FT_ID_1139,dbpedia_5704,False
FT_ID_1412,dbpedia_4935,False
FT_ID_263,dbpedia_5385,False
FT_ID_1982,dbpedia_871,False
FT_ID_1826,dbpedia_2275,False
FT_ID_1473,dbpedia_6486,False
FT_ID_5,dbpedia_305,False
FT_ID_1612,dbpedia_6087,False
FT_ID_608,dbpedia_2417,False
FT_ID_638,dbpedia_5032,False
FT_ID_1257,dbpedia_5113,False
FT_ID_1084,dbpedia_1216,False
FT_ID_309,dbpedia_6708,False
FT_ID_1223,dbpedia_4110,False
FT_ID_1624,dbpedia_5786,False
FT_ID_871,dbpedia_372,False
FT_ID_1697,dbpedia_2516,False
FT_ID_1181,dbpedia_6329,False
FT_ID_1861,dbpedia_3685,False
FT_ID_983,dbpedia_4980,False
FT_ID_985,dbpedia_6679,False
FT_ID_895,dbpedia_6036,False
FT_ID_899,dbpedia_3059,False
FT_ID_1965,dbpedia_3122,False
FT_ID_591,dbpedia_6,False
FT_ID_932,dbpedia_3584,False
FT_ID_222,dbpedia_4675,False
FT_ID_1603,dbpedia_1416,False
FT_ID_1447,dbpedia_3133,False
FT_ID_37,dbpedia_283,False
FT_ID_1194,dbpedia_5910,False
FT_ID_1385,dbpedia_6136,False
FT_ID_1519,dbpedia_2668,False
FT_ID_107,dbpedia_4837,False
FT_ID_1108,dbpedia_3940,False
FT_ID_1272,dbpedia_2516,False
FT_ID_777,dbpedia_4171,False
FT_ID_295,dbpedia_2331,False
FT_ID_1662,dbpedia_571,False
FT_ID_1341,dbpedia_5855,False
FT_ID_1654,dbpedia_6866,False
FT_ID_540,dbpedia_3976,False
FT_ID_134,dbpedia_4005,False
FT_ID_77,dbpedia_6448,False
FT_ID_1499,dbpedia_2247,False
FT_ID_1050,dbpedia_1951,False
FT_ID_116,dbpedia_6613,False
FT_ID_1498,dbpedia_3586,False
FT_ID_1068,dbpedia_5400,False
FT_ID_889,dbpedia_3997,False
FT_ID_203,dbpedia_5997,False
FT_ID_1215,dbpedia_5005,False
FT_ID_1862,dbpedia_6158,False
FT_ID_1283,dbpedia_6012,False
FT_ID_1643,dbpedia_4214,False
FT_ID_1687,dbpedia_3520,False
FT_ID_187,dbpedia_3258,False
FT_ID_653,dbpedia_2782,False
FT_ID_620,dbpedia_3480,False
FT_ID_244,dbpedia_4545,False
FT_ID_1613,dbpedia_6680,False
FT_ID_567,dbpedia_2686,False
FT_ID_1799,dbpedia_3486,False
FT_ID_748,dbpedia_5203,False
FT_ID_862,dbpedia_5161,False
FT_ID_1387,dbpedia_846,False
FT_ID_1997,dbpedia_3771,False
FT_ID_24,dbpedia_6831,False
FT_ID_1945,dbpedia_5535,False
FT_ID_676,dbpedia_6843,False
FT_ID_1867,dbpedia_6481,False
FT_ID_1869,dbpedia_1494,False
FT_ID_855,dbpedia_5568,False
FT_ID_939,dbpedia_4684,False
FT_ID_176,dbpedia_4991,False
FT_ID_309,dbpedia_1516,False
FT_ID_421,dbpedia_326,False
FT_ID_405,dbpedia_2322,False
FT_ID_931,dbpedia_5341,False
FT_ID_1823,dbpedia_5708,False
FT_ID_1893,dbpedia_4149,False
FT_ID_1269,dbpedia_5991,False
FT_ID_1786,dbpedia_694,False
FT_ID_1947,dbpedia_4276,False
FT_ID_346,dbpedia_3798,False
FT_ID_597,dbpedia_1973,False
FT_ID_813,dbpedia_3523,False
FT_ID_624,dbpedia_723,False
FT_ID_1282,dbpedia_6240,False
FT_ID_1207,dbpedia_11,False
FT_ID_1089,dbpedia_1281,False
FT_ID_123,dbpedia_2645,False
FT_ID_256,dbpedia_2975,False
FT_ID_1899,dbpedia_4450,False
FT_ID_202,dbpedia_2392,False
FT_ID_507,dbpedia_4768,False
FT_ID_1679,dbpedia_3689,False
FT_ID_1803,dbpedia_1140,False
FT_ID_558,dbpedia_6202,False
FT_ID_1588,dbpedia_1814,False
FT_ID_36,dbpedia_3576,False
FT_ID_86,dbpedia_3151,False
FT_ID_1385,dbpedia_5721,False
FT_ID_1617,dbpedia_4962,False
FT_ID_1385,dbpedia_1253,False
FT_ID_1690,dbpedia_246,False
FT_ID_1543,dbpedia_5552,False
FT_ID_1343,dbpedia_1360,False
FT_ID_280,dbpedia_2101,False
FT_ID_1780,dbpedia_4559,False
FT_ID_1793,dbpedia_2327,False
FT_ID_1335,dbpedia_3101,False
FT_ID_1321,dbpedia_342,False
FT_ID_1341,dbpedia_2145,False
FT_ID_1913,dbpedia_6167,False
FT_ID_444,dbpedia_1611,False
FT_ID_581,dbpedia_6487,False
FT_ID_201,dbpedia_3427,False
FT_ID_1337,dbpedia_5664,False
FT_ID_528,dbpedia_1579,False
FT_ID_1177,dbpedia_4382,False
FT_ID_330,dbpedia_1623,False
FT_ID_1418,dbpedia_1340,False
FT_ID_1540,dbpedia_6735,False
FT_ID_543,dbpedia_6380,False
FT_ID_212,dbpedia_4612,False
FT_ID_746,dbpedia_6376,False
FT_ID_1754,dbpedia_801,False
FT_ID_476,dbpedia_3466,False
FT_ID_152,dbpedia_2197,False
FT_ID_475,dbpedia_5885,False
FT_ID_887,dbpedia_5043,False
FT_ID_687,dbpedia_6554,False
FT_ID_444,dbpedia_848,False
FT_ID_1043,dbpedia_1982,False
FT_ID_1782,dbpedia_2630,False
FT_ID_1587,dbpedia_3810,False
FT_ID_589,dbpedia_2028,False
FT_ID_1124,dbpedia_5767,False
FT_ID_672,dbpedia_711,False
FT_ID_1826,dbpedia_3009,False
FT_ID_1078,dbpedia_1522,False
FT_ID_1319,dbpedia_3778,False
FT_ID_1726,dbpedia_2272,False
FT_ID_1971,dbpedia_1321,False
FT_ID_1780,dbpedia_3408,False
FT_ID_299,dbpedia_5117,False
FT_ID_1128,dbpedia_2344,False
FT_ID_1252,dbpedia_4876,False
FT_ID_897,dbpedia_2457,False
FT_ID_1005,dbpedia_749,False
FT_ID_831,dbpedia_4804,False
FT_ID_426,dbpedia_2046,False
FT_ID_1748,dbpedia_1631,False
FT_ID_147,dbpedia_6046,False
FT_ID_90,dbpedia_5635,False
FT_ID_625,dbpedia_441,False
FT_ID_1404,dbpedia_4058,False
FT_ID_1969,dbpedia_4152,False
FT_ID_230,dbpedia_1498,False
FT_ID_1462,dbpedia_6187,False
FT_ID_109,dbpedia_188,False
FT_ID_1023,dbpedia_1688,False
FT_ID_1952,dbpedia_2693,False
FT_ID_1760,dbpedia_4512,False
FT_ID_209,dbpedia_2482,False
FT_ID_1840,dbpedia_6533,False
FT_ID_1185,dbpedia_2590,False
FT_ID_871,dbpedia_5000,False
FT_ID_217,dbpedia_4879,False
FT_ID_1632,dbpedia_4775,False
FT_ID_52,dbpedia_2783,False
FT_ID_1456,dbpedia_2164,False
FT_ID_506,dbpedia_20,False
FT_ID_1488,dbpedia_116,False
FT_ID_700,dbpedia_441,False
FT_ID_76,dbpedia_4004,False
FT_ID_1954,dbpedia_4282,False
FT_ID_1823,dbpedia_2832,False
FT_ID_1701,dbpedia_67,False
FT_ID_423,dbpedia_4070,False
FT_ID_1410,dbpedia_5834,False
FT_ID_1699,dbpedia_5813,False
FT_ID_1404,dbpedia_6473,False
FT_ID_1648,dbpedia_3379,False
FT_ID_1614,dbpedia_1967,False
FT_ID_444,dbpedia_513,False
FT_ID_478,dbpedia_419,False
FT_ID_1510,dbpedia_3205,False
FT_ID_1974,dbpedia_1722,False
FT_ID_429,dbpedia_3217,False
FT_ID_79,dbpedia_6519,False
FT_ID_1865,dbpedia_6414,False
FT_ID_1244,dbpedia_4879,False
FT_ID_821,dbpedia_3011,False
FT_ID_1407,dbpedia_2566,False
FT_ID_121,dbpedia_889,False
FT_ID_581,dbpedia_2767,False
FT_ID_1822,dbpedia_3417,False
FT_ID_849,dbpedia_2043,False
FT_ID_499,dbpedia_2157,False
FT_ID_925,dbpedia_5734,False
FT_ID_872,dbpedia_3971,False
FT_ID_19,dbpedia_6637,False
FT_ID_1752,dbpedia_1041,False
FT_ID_289,dbpedia_5335,False
FT_ID_947,dbpedia_6704,False
FT_ID_104,dbpedia_6799,False
FT_ID_791,dbpedia_6512,False
FT_ID_1951,dbpedia_4177,False
FT_ID_1280,dbpedia_1570,False
FT_ID_1799,dbpedia_3858,False
FT_ID_329,dbpedia_1960,False
FT_ID_1742,dbpedia_3873,False
FT_ID_1780,dbpedia_6498,False
FT_ID_805,dbpedia_2507,False
FT_ID_1428,dbpedia_3143,False
FT_ID_1256,dbpedia_2443,False
FT_ID_371,dbpedia_4125,False
FT_ID_1893,dbpedia_4080,False
FT_ID_1991,dbpedia_3698,False
FT_ID_571,dbpedia_2188,False
FT_ID_400,dbpedia_5398,False
FT_ID_971,dbpedia_4641,False
FT_ID_48,dbpedia_1942,False
FT_ID_1977,dbpedia_4620,False
FT_ID_858,dbpedia_6808,False
FT_ID_1229,dbpedia_1273,False
FT_ID_145,dbpedia_5339,False
FT_ID_145,dbpedia_4324,False
FT_ID_1498,dbpedia_6597,False
FT_ID_1535,dbpedia_6560,False
FT_ID_1051,dbpedia_5600,False
FT_ID_1895,dbpedia_4424,False
FT_ID_1023,dbpedia_2915,False
FT_ID_1791,dbpedia_1667,False
FT_ID_1305,dbpedia_6809,False
FT_ID_1079,dbpedia_6471,False
FT_ID_872,dbpedia_6846,False
FT_ID_1538,dbpedia_6227,False
FT_ID_97,dbpedia_184,False
FT_ID_158,dbpedia_4769,False
FT_ID_1329,dbpedia_2189,False
FT_ID_466,dbpedia_5057,False
