ft_id,sevM_id,label
ft_id_1619,7.1m_724,False
ft_id_1321,7.1m_1069,False
ft_id_131,7.1m_1747,False
ft_id_1058,7.1m_1172,False
ft_id_886,7.1m_211,False
ft_id_1536,7.1m_1358,False
ft_id_1648,7.1m_1434,False
ft_id_1925,7.1m_431,False
ft_id_470,7.1m_614,False
ft_id_764,7.1m_1157,False
ft_id_1476,7.1m_627,False
ft_id_1472,7.1m_178,False
ft_id_1447,7.1m_155,False
ft_id_1808,7.1m_1973,False
ft_id_1777,7.1m_82,False
ft_id_419,7.1m_1753,False
ft_id_664,7.1m_937,False
ft_id_96,7.1m_1011,False
ft_id_1971,7.1m_657,False
ft_id_1172,7.1m_293,False
ft_id_1393,7.1m_1123,False
ft_id_1437,7.1m_394,False
ft_id_288,7.1m_1534,False
ft_id_1082,7.1m_140,False
ft_id_1976,7.1m_311,False
ft_id_359,7.1m_1873,False
ft_id_62,7.1m_1324,False
ft_id_1882,7.1m_1553,False
ft_id_318,7.1m_136,False
ft_id_1368,7.1m_997,False
ft_id_1667,7.1m_1712,False
ft_id_372,7.1m_1173,False
ft_id_1076,7.1m_1515,False
ft_id_1836,7.1m_1192,False
ft_id_59,7.1m_1160,False
ft_id_1785,7.1m_796,False
ft_id_742,7.1m_1445,False
ft_id_1516,7.1m_558,False
ft_id_691,7.1m_835,False
ft_id_850,7.1m_167,False
ft_id_965,7.1m_182,False
ft_id_1765,7.1m_744,False
ft_id_1985,7.1m_385,False
ft_id_1673,7.1m_69,False
ft_id_991,7.1m_1931,False
ft_id_1121,7.1m_461,False
ft_id_71,7.1m_1190,False
ft_id_358,7.1m_1559,False
ft_id_250,7.1m_1535,False
ft_id_1422,7.1m_578,False
ft_id_338,7.1m_449,False
ft_id_10,7.1m_1404,False
ft_id_1110,7.1m_1728,False
ft_id_832,7.1m_347,False
ft_id_1529,7.1m_1194,False
ft_id_1642,7.1m_1270,False
ft_id_169,7.1m_1139,False
ft_id_472,7.1m_1796,False
ft_id_66,7.1m_511,False
ft_id_657,7.1m_1584,False
ft_id_404,7.1m_1258,False
ft_id_1595,7.1m_870,False
ft_id_211,7.1m_415,False
ft_id_1676,7.1m_1750,False
ft_id_70,7.1m_227,False
ft_id_127,7.1m_1690,False
ft_id_814,7.1m_1196,False
ft_id_1393,7.1m_1085,False
ft_id_1913,7.1m_1276,False
ft_id_1817,7.1m_1632,False
ft_id_614,7.1m_561,False
ft_id_1642,7.1m_728,False
ft_id_832,7.1m_543,False
ft_id_37,7.1m_1046,False
ft_id_713,7.1m_1769,False
ft_id_1304,7.1m_155,False
ft_id_426,7.1m_965,False
ft_id_286,7.1m_875,False
ft_id_437,7.1m_22,False
ft_id_945,7.1m_972,False
ft_id_1456,7.1m_237,False
ft_id_1526,7.1m_273,False
ft_id_956,7.1m_1322,False
ft_id_1084,7.1m_930,False
ft_id_1104,7.1m_231,False
ft_id_624,7.1m_1978,False
ft_id_1370,7.1m_192,False
ft_id_166,7.1m_991,False
ft_id_525,7.1m_956,False
ft_id_530,7.1m_1881,False
ft_id_846,7.1m_1743,False
ft_id_309,7.1m_269,False
ft_id_926,7.1m_1128,False
ft_id_362,7.1m_1815,False
ft_id_1212,7.1m_548,False
ft_id_1464,7.1m_1039,False
ft_id_1198,7.1m_1791,False
ft_id_389,7.1m_1408,False
ft_id_1851,7.1m_850,False
ft_id_91,7.1m_1250,False
ft_id_657,7.1m_752,False
ft_id_144,7.1m_1149,False
ft_id_1814,7.1m_1454,False
ft_id_1797,7.1m_1637,False
ft_id_417,7.1m_1981,False
ft_id_646,7.1m_332,False
ft_id_1525,7.1m_621,False
ft_id_1205,7.1m_1779,False
ft_id_592,7.1m_1023,False
ft_id_50,7.1m_311,False
ft_id_1538,7.1m_879,False
ft_id_541,7.1m_444,False
ft_id_923,7.1m_1419,False
ft_id_1639,7.1m_173,False
ft_id_1208,7.1m_797,False
ft_id_709,7.1m_91,False
ft_id_1299,7.1m_1718,False
ft_id_1835,7.1m_1702,False
ft_id_173,7.1m_210,False
ft_id_946,7.1m_34,False
ft_id_654,7.1m_1367,False
ft_id_931,7.1m_30,False
ft_id_157,7.1m_1518,False
ft_id_1056,7.1m_1498,False
ft_id_457,7.1m_7,False
ft_id_441,7.1m_997,False
ft_id_1755,7.1m_690,False
ft_id_1189,7.1m_364,False
ft_id_1098,7.1m_1998,False
ft_id_198,7.1m_515,False
ft_id_780,7.1m_1331,False
ft_id_1886,7.1m_743,False
ft_id_528,7.1m_1964,False
ft_id_1986,7.1m_537,False
ft_id_780,7.1m_1397,False
ft_id_846,7.1m_670,False
ft_id_103,7.1m_1788,False
ft_id_1632,7.1m_218,False
ft_id_1040,7.1m_452,False
ft_id_1358,7.1m_1661,False
ft_id_890,7.1m_324,False
ft_id_1443,7.1m_1701,False
ft_id_1711,7.1m_28,False
ft_id_1319,7.1m_460,False
ft_id_316,7.1m_319,False
ft_id_1579,7.1m_387,False
ft_id_300,7.1m_1739,False
ft_id_1599,7.1m_1482,False
ft_id_1565,7.1m_161,False
ft_id_1896,7.1m_1541,False
ft_id_1374,7.1m_814,False
ft_id_1134,7.1m_74,False
ft_id_118,7.1m_1047,False
ft_id_1113,7.1m_1522,False
ft_id_63,7.1m_1797,False
ft_id_1377,7.1m_39,False
ft_id_505,7.1m_815,False
ft_id_1745,7.1m_1105,False
ft_id_1650,7.1m_1251,False
ft_id_1349,7.1m_32,False
ft_id_1159,7.1m_823,False
ft_id_1747,7.1m_791,False
ft_id_1600,7.1m_766,False
ft_id_673,7.1m_161,False
ft_id_1315,7.1m_603,False
ft_id_368,7.1m_987,False
ft_id_1185,7.1m_1964,False
ft_id_402,7.1m_557,False
ft_id_195,7.1m_61,False
ft_id_1583,7.1m_286,False
ft_id_1479,7.1m_412,False
ft_id_899,7.1m_1656,False
ft_id_1252,7.1m_1821,False
ft_id_1825,7.1m_52,False
ft_id_1087,7.1m_1127,False
ft_id_1228,7.1m_557,False
ft_id_719,7.1m_271,False
ft_id_613,7.1m_899,False
ft_id_543,7.1m_1054,False
ft_id_1608,7.1m_1983,False
ft_id_938,7.1m_74,False
ft_id_1892,7.1m_1183,False
ft_id_688,7.1m_279,False
ft_id_1603,7.1m_639,False
ft_id_74,7.1m_637,False
ft_id_1471,7.1m_1279,False
ft_id_886,7.1m_471,False
ft_id_603,7.1m_574,False
