ft_id,sevM_id,label
ft_id_469,7.1m_585,True
ft_id_1238,7.1m_1091,True
ft_id_65,7.1m_1198,True
ft_id_1297,7.1m_473,True
ft_id_329,7.1m_356,True
ft_id_839,7.1m_942,True
ft_id_67,7.1m_65,True
ft_id_1453,7.1m_1185,True
ft_id_130,7.1m_518,True
ft_id_105,7.1m_203,True
ft_id_1555,7.1m_1117,True
ft_id_941,7.1m_1905,True
ft_id_556,7.1m_200,True
ft_id_234,7.1m_454,True
ft_id_202,7.1m_126,True
ft_id_967,7.1m_593,True
ft_id_261,7.1m_769,True
ft_id_432,7.1m_872,True
ft_id_358,7.1m_688,True
ft_id_320,7.1m_1484,True
ft_id_464,7.1m_1758,True
ft_id_1763,7.1m_1728,True
ft_id_106,7.1m_262,True
ft_id_229,7.1m_1126,True
ft_id_17,7.1m_12,True
ft_id_117,7.1m_207,True
ft_id_1212,7.1m_919,True
ft_id_1228,7.1m_806,True
ft_id_947,7.1m_1572,True
ft_id_952,7.1m_1955,True
ft_id_528,7.1m_95,True
ft_id_109,7.1m_764,True
ft_id_100,7.1m_344,True
ft_id_96,7.1m_195,True
ft_id_121,7.1m_162,True
ft_id_370,7.1m_699,True
ft_id_1785,7.1m_115,True
ft_id_1120,7.1m_491,True
ft_id_907,7.1m_738,True
ft_id_983,7.1m_1141,True
ft_id_872,7.1m_639,True
ft_id_361,7.1m_1660,True
ft_id_196,7.1m_129,True
ft_id_284,7.1m_205,True
ft_id_1373,7.1m_1946,True
ft_id_1478,7.1m_728,True
ft_id_728,7.1m_455,True
ft_id_49,7.1m_67,True
ft_id_679,7.1m_380,True
ft_id_73,7.1m_175,True
ft_id_6,7.1m_20,True
ft_id_180,7.1m_943,True
ft_id_1517,7.1m_1495,True
ft_id_419,7.1m_31,True
ft_id_976,7.1m_637,True
ft_id_909,7.1m_1273,True
ft_id_84,7.1m_367,True
ft_id_1541,7.1m_954,True
ft_id_162,7.1m_229,True
ft_id_680,7.1m_1487,True
ft_id_1155,7.1m_834,True
ft_id_62,7.1m_77,True
ft_id_472,7.1m_284,True
ft_id_92,7.1m_539,True
ft_id_1414,7.1m_386,True
ft_id_149,7.1m_42,True
ft_id_430,7.1m_609,True
ft_id_866,7.1m_1362,True
ft_id_1093,7.1m_529,True
ft_id_375,7.1m_398,True
ft_id_536,7.1m_1548,True
ft_id_1847,7.1m_851,True
ft_id_684,7.1m_1267,False
ft_id_1980,7.1m_468,False
ft_id_170,7.1m_726,True
ft_id_1459,7.1m_207,False
ft_id_1637,7.1m_257,False
ft_id_1051,7.1m_933,False
ft_id_1047,7.1m_1646,False
ft_id_168,7.1m_934,False
ft_id_971,7.1m_1865,False
ft_id_309,7.1m_1507,True
ft_id_236,7.1m_1134,True
ft_id_274,7.1m_660,False
ft_id_1041,7.1m_240,False
ft_id_1916,7.1m_664,False
ft_id_1302,7.1m_464,False
ft_id_1108,7.1m_1784,True
ft_id_1924,7.1m_335,False
ft_id_1727,7.1m_469,False
ft_id_1163,7.1m_800,False
ft_id_411,7.1m_272,False
ft_id_1690,7.1m_1819,False
ft_id_1163,7.1m_330,False
ft_id_587,7.1m_1778,False
ft_id_1520,7.1m_1685,False
ft_id_444,7.1m_50,False
ft_id_15,7.1m_1650,False
ft_id_1656,7.1m_272,False
ft_id_386,7.1m_1616,False
ft_id_805,7.1m_461,False
ft_id_1032,7.1m_579,False
ft_id_1409,7.1m_192,False
ft_id_1543,7.1m_1320,False
ft_id_544,7.1m_1783,False
ft_id_50,7.1m_1817,False
ft_id_1436,7.1m_1792,False
ft_id_1434,7.1m_764,False
ft_id_1179,7.1m_1984,False
ft_id_1549,7.1m_615,False
ft_id_46,7.1m_492,False
ft_id_587,7.1m_938,False
ft_id_1922,7.1m_1782,False
ft_id_1693,7.1m_1424,False
ft_id_1256,7.1m_1457,False
ft_id_41,7.1m_1712,False
ft_id_1026,7.1m_294,False
ft_id_1656,7.1m_1972,False
ft_id_1219,7.1m_316,False
ft_id_89,7.1m_1288,False
ft_id_1163,7.1m_1880,False
ft_id_1924,7.1m_1728,False
ft_id_1032,7.1m_561,False
ft_id_464,7.1m_239,False
ft_id_1724,7.1m_123,False
ft_id_18,7.1m_632,False
ft_id_360,7.1m_938,False
ft_id_697,7.1m_879,False
ft_id_1230,7.1m_115,False
ft_id_827,7.1m_442,False
ft_id_1279,7.1m_130,False
ft_id_1380,7.1m_1651,False
ft_id_1179,7.1m_173,False
ft_id_708,7.1m_384,False
ft_id_18,7.1m_1209,False
ft_id_397,7.1m_52,False
ft_id_1440,7.1m_1960,False
ft_id_883,7.1m_281,False
ft_id_1211,7.1m_924,False
ft_id_977,7.1m_846,False
ft_id_1276,7.1m_260,False
ft_id_1543,7.1m_1402,False
ft_id_481,7.1m_1402,False
ft_id_18,7.1m_507,False
ft_id_1219,7.1m_840,False
ft_id_1219,7.1m_330,False
ft_id_1163,7.1m_676,False
ft_id_998,7.1m_1608,False
ft_id_1371,7.1m_1623,False
ft_id_1163,7.1m_1380,False
ft_id_808,7.1m_1859,False
ft_id_574,7.1m_734,False
ft_id_1005,7.1m_454,False
ft_id_175,7.1m_1544,False
ft_id_544,7.1m_107,False
ft_id_1731,7.1m_1280,False
ft_id_1524,7.1m_1362,False
ft_id_1912,7.1m_1362,False
ft_id_677,7.1m_952,True
ft_id_1574,7.1m_123,False
ft_id_710,7.1m_621,False
ft_id_593,7.1m_1320,False
ft_id_1195,7.1m_872,False
ft_id_409,7.1m_293,False
ft_id_749,7.1m_769,False
ft_id_337,7.1m_1810,False
ft_id_1694,7.1m_457,False
ft_id_125,7.1m_1835,False
ft_id_546,7.1m_130,False
ft_id_569,7.1m_335,False
ft_id_61,7.1m_981,False
ft_id_588,7.1m_796,False
ft_id_90,7.1m_422,False
ft_id_256,7.1m_1402,False
ft_id_1922,7.1m_335,False
ft_id_1171,7.1m_1201,True
ft_id_1056,7.1m_1960,False
ft_id_306,7.1m_272,False
ft_id_175,7.1m_1440,False
ft_id_376,7.1m_1150,False
ft_id_1924,7.1m_734,False
ft_id_537,7.1m_328,False
ft_id_41,7.1m_1612,False
ft_id_175,7.1m_1782,False
ft_id_750,7.1m_1154,False
ft_id_1668,7.1m_1037,False
ft_id_1451,7.1m_1440,False
ft_id_1503,7.1m_26,False
ft_id_546,7.1m_1778,False
ft_id_1936,7.1m_272,False
ft_id_1306,7.1m_272,False
ft_id_175,7.1m_50,False
ft_id_63,7.1m_1972,False
ft_id_72,7.1m_1972,False
ft_id_423,7.1m_1511,False
ft_id_1219,7.1m_490,False
ft_id_108,7.1m_734,False
ft_id_20,7.1m_652,False
ft_id_43,7.1m_122,False
ft_id_1075,7.1m_44,False
ft_id_1163,7.1m_1699,False
ft_id_1000,7.1m_1792,False
ft_id_544,7.1m_1141,False
ft_id_826,7.1m_503,False
ft_id_983,7.1m_240,False
ft_id_1371,7.1m_1897,False
ft_id_1574,7.1m_732,False
ft_id_90,7.1m_796,False
ft_id_1978,7.1m_796,False
ft_id_1391,7.1m_1320,False
ft_id_1543,7.1m_360,False
ft_id_18,7.1m_469,False
ft_id_1694,7.1m_1855,False
ft_id_734,7.1m_670,False
ft_id_1912,7.1m_1280,False
ft_id_1988,7.1m_796,False
ft_id_587,7.1m_422,False
ft_id_108,7.1m_26,False
ft_id_1664,7.1m_1410,False
ft_id_1503,7.1m_1237,False
ft_id_1740,7.1m_1270,False
ft_id_546,7.1m_938,False
ft_id_869,7.1m_927,False
ft_id_1253,7.1m_1186,False
ft_id_574,7.1m_844,False
ft_id_1219,7.1m_916,False
ft_id_1978,7.1m_1778,False
ft_id_1261,7.1m_1525,False
ft_id_484,7.1m_1651,False
ft_id_1075,7.1m_1728,False
ft_id_1646,7.1m_1854,False
ft_id_569,7.1m_26,False
ft_id_1940,7.1m_796,False
ft_id_1520,7.1m_927,False
ft_id_741,7.1m_180,False
ft_id_698,7.1m_1013,True
ft_id_1332,7.1m_1250,False
ft_id_733,7.1m_872,False
ft_id_76,7.1m_394,False
ft_id_702,7.1m_1544,False
ft_id_1503,7.1m_44,False
ft_id_199,7.1m_1322,False
ft_id_1607,7.1m_1322,False
ft_id_1344,7.1m_1783,False
ft_id_1712,7.1m_1033,False
ft_id_985,7.1m_774,False
ft_id_1041,7.1m_1141,False
ft_id_194,7.1m_1068,False
ft_id_1714,7.1m_1608,False
ft_id_400,7.1m_848,True
ft_id_1712,7.1m_37,False
ft_id_1371,7.1m_1419,False
ft_id_861,7.1m_44,False
ft_id_175,7.1m_1859,False
ft_id_1714,7.1m_1999,False
ft_id_1371,7.1m_264,False
ft_id_218,7.1m_1960,False
ft_id_360,7.1m_796,False
ft_id_455,7.1m_1424,False
ft_id_596,7.1m_1819,False
ft_id_1033,7.1m_1383,True
ft_id_430,7.1m_512,False
ft_id_831,7.1m_1374,False
ft_id_999,7.1m_872,False
ft_id_338,7.1m_1389,True
ft_id_610,7.1m_1250,False
ft_id_444,7.1m_1237,False
ft_id_274,7.1m_1377,False
ft_id_221,7.1m_938,False
ft_id_1915,7.1m_984,True
ft_id_653,7.1m_1374,False
ft_id_1280,7.1m_1616,False
ft_id_587,7.1m_796,False
ft_id_1767,7.1m_1920,False
ft_id_790,7.1m_1377,False
ft_id_600,7.1m_796,False
ft_id_1146,7.1m_177,False
ft_id_278,7.1m_360,False
ft_id_1727,7.1m_632,False
ft_id_79,7.1m_573,True
ft_id_610,7.1m_1357,False
ft_id_1436,7.1m_503,False
ft_id_8,7.1m_1444,False
ft_id_38,7.1m_705,False
ft_id_249,7.1m_609,False
ft_id_1607,7.1m_1854,False
ft_id_953,7.1m_16,False
ft_id_1314,7.1m_240,False
ft_id_1371,7.1m_117,False
ft_id_194,7.1m_1897,False
ft_id_8,7.1m_943,False
ft_id_1530,7.1m_734,False
ft_id_702,7.1m_1440,False
ft_id_389,7.1m_1507,False
ft_id_808,7.1m_1237,False
ft_id_569,7.1m_1544,False
ft_id_108,7.1m_44,False
ft_id_444,7.1m_44,False
ft_id_861,7.1m_1782,False
ft_id_1415,7.1m_621,False
ft_id_1503,7.1m_388,False
ft_id_1503,7.1m_1728,False
ft_id_175,7.1m_335,False
ft_id_360,7.1m_1778,False
ft_id_1922,7.1m_44,False
ft_id_861,7.1m_50,False
ft_id_1219,7.1m_1699,False
ft_id_1219,7.1m_37,False
ft_id_561,7.1m_924,False
ft_id_61,7.1m_632,False
ft_id_184,7.1m_796,False
ft_id_1720,7.1m_575,False
ft_id_1701,7.1m_1853,False
ft_id_153,7.1m_1601,False
ft_id_1559,7.1m_607,False
ft_id_1829,7.1m_854,False
ft_id_539,7.1m_1598,False
ft_id_1891,7.1m_1568,False
ft_id_1104,7.1m_861,False
ft_id_1486,7.1m_1394,False
ft_id_1425,7.1m_1907,False
ft_id_455,7.1m_1486,False
ft_id_597,7.1m_1252,False
ft_id_1843,7.1m_390,False
ft_id_1211,7.1m_519,False
ft_id_1879,7.1m_385,False
ft_id_1854,7.1m_606,False
ft_id_579,7.1m_287,False
ft_id_1677,7.1m_1838,False
ft_id_1209,7.1m_491,False
ft_id_579,7.1m_1533,False
ft_id_120,7.1m_1019,False
ft_id_1797,7.1m_710,False
ft_id_1597,7.1m_795,False
ft_id_1283,7.1m_913,False
ft_id_1648,7.1m_1649,False
ft_id_1759,7.1m_726,False
ft_id_1949,7.1m_175,False
ft_id_1976,7.1m_978,False
ft_id_1511,7.1m_1777,False
ft_id_1518,7.1m_435,False
ft_id_602,7.1m_1882,False
ft_id_535,7.1m_1151,False
ft_id_1772,7.1m_184,False
ft_id_1107,7.1m_475,False
ft_id_28,7.1m_1717,False
ft_id_1522,7.1m_897,False
ft_id_1430,7.1m_1507,False
ft_id_38,7.1m_1405,False
ft_id_1207,7.1m_247,False
ft_id_467,7.1m_1974,False
ft_id_1569,7.1m_549,False
ft_id_1672,7.1m_421,False
ft_id_1703,7.1m_1312,False
ft_id_1151,7.1m_929,False
ft_id_1008,7.1m_1217,False
ft_id_17,7.1m_598,False
ft_id_1132,7.1m_1593,False
ft_id_1732,7.1m_630,False
ft_id_1195,7.1m_602,False
ft_id_1819,7.1m_1634,False
ft_id_546,7.1m_1683,False
ft_id_1112,7.1m_1721,False
ft_id_1121,7.1m_923,False
ft_id_1115,7.1m_1652,False
ft_id_1584,7.1m_1380,False
ft_id_1192,7.1m_1886,False
ft_id_138,7.1m_1737,False
ft_id_1730,7.1m_757,False
ft_id_742,7.1m_1840,False
ft_id_1520,7.1m_1749,False
ft_id_750,7.1m_1138,False
ft_id_1663,7.1m_1348,False
ft_id_1018,7.1m_1787,False
ft_id_304,7.1m_109,False
ft_id_1616,7.1m_1313,False
ft_id_1822,7.1m_1204,False
ft_id_158,7.1m_1974,False
ft_id_1110,7.1m_1590,False
ft_id_373,7.1m_1147,False
ft_id_530,7.1m_538,False
ft_id_968,7.1m_1999,False
ft_id_991,7.1m_1172,False
ft_id_419,7.1m_40,False
ft_id_1244,7.1m_65,False
ft_id_1333,7.1m_1052,False
ft_id_1208,7.1m_983,False
ft_id_518,7.1m_86,False
ft_id_561,7.1m_528,False
ft_id_479,7.1m_1740,False
ft_id_1048,7.1m_450,False
ft_id_653,7.1m_1260,False
ft_id_424,7.1m_1526,False
ft_id_1177,7.1m_1681,False
ft_id_409,7.1m_1323,False
ft_id_1656,7.1m_715,False
ft_id_1512,7.1m_1856,False
ft_id_1949,7.1m_1312,False
ft_id_92,7.1m_1079,False
ft_id_793,7.1m_1148,False
ft_id_571,7.1m_313,False
ft_id_203,7.1m_1472,False
ft_id_1266,7.1m_778,False
ft_id_1246,7.1m_799,False
ft_id_241,7.1m_1263,False
ft_id_925,7.1m_1111,False
ft_id_1530,7.1m_1843,False
ft_id_1574,7.1m_1032,False
ft_id_314,7.1m_1814,False
ft_id_171,7.1m_1527,False
ft_id_902,7.1m_1884,False
ft_id_569,7.1m_1399,False
ft_id_1007,7.1m_874,False
ft_id_895,7.1m_706,False
ft_id_1770,7.1m_614,False
ft_id_325,7.1m_85,False
ft_id_1352,7.1m_316,False
ft_id_1387,7.1m_227,False
ft_id_1808,7.1m_1468,False
ft_id_1430,7.1m_1017,False
ft_id_1315,7.1m_1793,False
ft_id_1721,7.1m_1845,False
ft_id_1866,7.1m_459,False
ft_id_1274,7.1m_1723,False
ft_id_721,7.1m_1785,False
ft_id_913,7.1m_1091,False
ft_id_743,7.1m_1746,False
ft_id_526,7.1m_952,False
ft_id_1429,7.1m_1693,False
ft_id_1217,7.1m_12,False
ft_id_1661,7.1m_1665,False
ft_id_1061,7.1m_1679,False
ft_id_564,7.1m_255,False
ft_id_501,7.1m_1408,False
ft_id_116,7.1m_1783,False
ft_id_857,7.1m_1960,False
ft_id_311,7.1m_1236,False
ft_id_358,7.1m_140,False
ft_id_470,7.1m_1354,False
ft_id_291,7.1m_957,False
ft_id_1910,7.1m_914,False
ft_id_1739,7.1m_231,False
ft_id_1327,7.1m_1485,False
ft_id_1994,7.1m_1553,False
ft_id_1600,7.1m_413,False
ft_id_1623,7.1m_467,False
ft_id_1084,7.1m_655,False
ft_id_756,7.1m_1409,False
ft_id_494,7.1m_1296,False
ft_id_274,7.1m_798,False
ft_id_758,7.1m_1330,False
ft_id_233,7.1m_90,False
ft_id_1630,7.1m_1053,False
ft_id_590,7.1m_670,False
ft_id_647,7.1m_1119,False
ft_id_811,7.1m_1898,False
ft_id_665,7.1m_1580,False
ft_id_1610,7.1m_626,False
ft_id_1678,7.1m_1445,False
ft_id_1451,7.1m_1222,False
ft_id_1128,7.1m_1355,False
ft_id_1675,7.1m_1787,False
ft_id_596,7.1m_366,False
ft_id_1317,7.1m_400,False
ft_id_1422,7.1m_1919,False
ft_id_438,7.1m_885,False
ft_id_1309,7.1m_517,False
ft_id_1356,7.1m_217,False
ft_id_1284,7.1m_98,False
ft_id_6,7.1m_402,False
ft_id_326,7.1m_65,False
ft_id_1840,7.1m_205,False
ft_id_1659,7.1m_85,False
ft_id_1376,7.1m_477,False
ft_id_1002,7.1m_429,False
ft_id_650,7.1m_862,False
ft_id_917,7.1m_1094,False
ft_id_1893,7.1m_1019,False
ft_id_1814,7.1m_1960,False
ft_id_281,7.1m_825,False
ft_id_598,7.1m_1917,False
ft_id_594,7.1m_669,False
ft_id_766,7.1m_1625,False
ft_id_207,7.1m_674,False
ft_id_388,7.1m_786,False
ft_id_1828,7.1m_1803,False
ft_id_878,7.1m_1952,False
ft_id_1005,7.1m_534,False
ft_id_687,7.1m_152,False
ft_id_412,7.1m_838,False
ft_id_1392,7.1m_1396,False
ft_id_398,7.1m_891,False
ft_id_564,7.1m_1298,False
ft_id_1589,7.1m_1188,False
ft_id_1051,7.1m_61,False
ft_id_47,7.1m_1206,False
ft_id_778,7.1m_384,False
ft_id_851,7.1m_1782,False
ft_id_1177,7.1m_751,False
ft_id_1783,7.1m_663,False
ft_id_1919,7.1m_825,False
ft_id_196,7.1m_1551,False
ft_id_577,7.1m_764,False
ft_id_1167,7.1m_1930,False
ft_id_700,7.1m_1782,False
ft_id_483,7.1m_836,False
ft_id_136,7.1m_225,False
ft_id_1173,7.1m_1843,False
ft_id_1674,7.1m_1327,False
ft_id_1001,7.1m_872,False
ft_id_1667,7.1m_1085,False
ft_id_610,7.1m_1077,False
ft_id_1688,7.1m_17,False
ft_id_1218,7.1m_1287,False
ft_id_1287,7.1m_1678,False
ft_id_1229,7.1m_62,False
ft_id_1243,7.1m_408,False
ft_id_130,7.1m_1518,False
ft_id_1591,7.1m_186,False
ft_id_1976,7.1m_1579,False
ft_id_1775,7.1m_799,False
ft_id_265,7.1m_430,False
ft_id_1357,7.1m_897,False
ft_id_993,7.1m_1725,False
ft_id_1618,7.1m_349,False
ft_id_1137,7.1m_771,False
ft_id_71,7.1m_502,False
ft_id_1614,7.1m_379,False
ft_id_490,7.1m_344,False
ft_id_349,7.1m_700,False
ft_id_886,7.1m_1891,False
ft_id_936,7.1m_1898,False
ft_id_247,7.1m_761,False
ft_id_1883,7.1m_541,False
ft_id_617,7.1m_1077,False
ft_id_1770,7.1m_624,False
ft_id_1214,7.1m_1659,False
ft_id_1977,7.1m_371,False
ft_id_456,7.1m_1845,False
ft_id_1492,7.1m_354,False
ft_id_1690,7.1m_1344,False
ft_id_1096,7.1m_1154,False
ft_id_1936,7.1m_190,False
ft_id_337,7.1m_1423,False
ft_id_1046,7.1m_918,False
ft_id_1382,7.1m_992,False
ft_id_1923,7.1m_1851,False
ft_id_454,7.1m_1275,False
ft_id_811,7.1m_1943,False
ft_id_101,7.1m_949,False
ft_id_1390,7.1m_110,False
ft_id_1965,7.1m_820,False
ft_id_1452,7.1m_845,False
ft_id_638,7.1m_1342,False
ft_id_1527,7.1m_505,False
ft_id_259,7.1m_976,False
ft_id_1052,7.1m_1825,False
ft_id_116,7.1m_755,False
ft_id_765,7.1m_76,False
ft_id_1270,7.1m_1688,False
ft_id_34,7.1m_625,False
ft_id_1089,7.1m_148,False
ft_id_535,7.1m_1026,False
ft_id_1855,7.1m_371,False
ft_id_863,7.1m_728,False
ft_id_942,7.1m_1672,False
ft_id_753,7.1m_1118,False
ft_id_1222,7.1m_1191,False
ft_id_1165,7.1m_1899,False
ft_id_609,7.1m_1260,False
ft_id_1299,7.1m_1486,False
ft_id_549,7.1m_98,False
ft_id_1225,7.1m_1766,False
ft_id_751,7.1m_1563,False
ft_id_95,7.1m_423,False
ft_id_1272,7.1m_1472,False
ft_id_132,7.1m_1553,False
ft_id_425,7.1m_1284,False
ft_id_849,7.1m_1317,False
ft_id_740,7.1m_1543,False
ft_id_560,7.1m_32,False
ft_id_69,7.1m_447,False
ft_id_1223,7.1m_1387,False
ft_id_139,7.1m_1624,False
ft_id_716,7.1m_1153,False
ft_id_1573,7.1m_572,False
ft_id_150,7.1m_1991,False
ft_id_594,7.1m_1601,False
ft_id_1428,7.1m_1251,False
ft_id_654,7.1m_751,False
ft_id_176,7.1m_1848,False
ft_id_534,7.1m_925,False
ft_id_1053,7.1m_1158,False
ft_id_1404,7.1m_559,False
ft_id_1894,7.1m_1256,False
ft_id_110,7.1m_1301,False
ft_id_352,7.1m_232,False
ft_id_1072,7.1m_384,False
ft_id_1529,7.1m_1990,False
ft_id_1293,7.1m_1083,False
ft_id_1625,7.1m_1439,False
ft_id_608,7.1m_1047,False
ft_id_722,7.1m_427,False
ft_id_1173,7.1m_1176,False
ft_id_264,7.1m_1716,False
ft_id_1976,7.1m_1958,False
ft_id_1930,7.1m_1236,False
ft_id_1038,7.1m_258,False
ft_id_1499,7.1m_639,False
ft_id_1348,7.1m_1771,False
ft_id_1989,7.1m_1647,False
ft_id_586,7.1m_1619,False
ft_id_1535,7.1m_1305,False
ft_id_1488,7.1m_771,False
ft_id_1102,7.1m_968,False
ft_id_1406,7.1m_1679,False
ft_id_191,7.1m_1,False
ft_id_1265,7.1m_248,False
ft_id_1283,7.1m_290,False
ft_id_1022,7.1m_373,False
ft_id_1178,7.1m_1625,False
ft_id_988,7.1m_352,False
ft_id_1376,7.1m_1390,False
ft_id_439,7.1m_727,False
ft_id_1520,7.1m_1463,False
ft_id_1977,7.1m_1099,False
ft_id_1442,7.1m_267,False
ft_id_1362,7.1m_1048,False
ft_id_1830,7.1m_461,False
ft_id_74,7.1m_1308,False
ft_id_1630,7.1m_315,False
ft_id_801,7.1m_913,False
ft_id_178,7.1m_1393,False
ft_id_124,7.1m_143,False
ft_id_1755,7.1m_23,False
ft_id_260,7.1m_1349,False
ft_id_209,7.1m_466,False
ft_id_1486,7.1m_850,False
ft_id_545,7.1m_1020,False
ft_id_161,7.1m_1235,False
ft_id_91,7.1m_1326,False
ft_id_1956,7.1m_1420,False
ft_id_1439,7.1m_1899,False
ft_id_1803,7.1m_755,False
ft_id_1533,7.1m_91,False
ft_id_121,7.1m_1550,False
ft_id_1286,7.1m_1218,False
ft_id_1892,7.1m_1022,False
ft_id_686,7.1m_1344,False
ft_id_1010,7.1m_328,False
ft_id_1466,7.1m_679,False
ft_id_1865,7.1m_888,False
ft_id_375,7.1m_6,False
ft_id_1162,7.1m_1266,False
ft_id_1131,7.1m_325,False
ft_id_499,7.1m_1138,False
ft_id_1060,7.1m_1182,False
ft_id_1104,7.1m_966,False
ft_id_1017,7.1m_1143,False
ft_id_1757,7.1m_847,False
ft_id_797,7.1m_1244,False
ft_id_1064,7.1m_1910,False
ft_id_617,7.1m_663,False
ft_id_19,7.1m_1146,False
ft_id_1484,7.1m_1733,False
ft_id_780,7.1m_1088,False
ft_id_123,7.1m_4,False
ft_id_1309,7.1m_1523,False
ft_id_1685,7.1m_1902,False
ft_id_1490,7.1m_1983,False
ft_id_1504,7.1m_1147,False
ft_id_94,7.1m_986,False
ft_id_1265,7.1m_1250,False
ft_id_256,7.1m_119,False
ft_id_675,7.1m_1648,False
ft_id_1921,7.1m_793,False
ft_id_668,7.1m_492,False
ft_id_786,7.1m_1856,False
ft_id_184,7.1m_766,False
ft_id_1577,7.1m_785,False
ft_id_1804,7.1m_1976,False
ft_id_1137,7.1m_1128,False
ft_id_881,7.1m_561,False
ft_id_1018,7.1m_51,False
ft_id_869,7.1m_977,False
ft_id_775,7.1m_11,False
ft_id_1305,7.1m_952,False
ft_id_519,7.1m_265,False
ft_id_1486,7.1m_210,False
ft_id_1937,7.1m_914,False
ft_id_1533,7.1m_160,False
ft_id_686,7.1m_355,False
ft_id_1742,7.1m_791,False
ft_id_282,7.1m_383,False
ft_id_675,7.1m_692,False
ft_id_955,7.1m_229,False
ft_id_231,7.1m_1630,False
ft_id_503,7.1m_443,False
ft_id_716,7.1m_809,False
ft_id_97,7.1m_285,False
ft_id_1693,7.1m_353,False
ft_id_1261,7.1m_4,False
ft_id_1380,7.1m_617,False
ft_id_1700,7.1m_639,False
ft_id_1193,7.1m_134,False
ft_id_225,7.1m_285,False
ft_id_1951,7.1m_405,False
ft_id_1073,7.1m_800,False
ft_id_586,7.1m_1000,False
ft_id_743,7.1m_321,False
ft_id_929,7.1m_1029,False
